primerid,logFC,pvalue,padj,regulation
GNAQ,0.552395105319278,3.85194406036342e-10,2.94288526211765e-08,up
ZFAS1,0.549542639068141,1.19702914146436e-07,5.30162471929721e-06,up
KRT19,0.545620870301107,6.70701070833647e-19,1.93310236063759e-16,up
CAPNS1,0.54536900952912,1.06566629541734e-10,8.98393434150453e-09,up
PABPC1,0.543858126586511,1.34780609935178e-08,7.77150082946989e-07,up
EIF1,0.543155581736519,7.69499403582281e-08,3.63970835828157e-06,up
TPT1,0.536276169118242,1.04657148616229e-07,4.72077116119845e-06,up
TRAM1,0.533806420309754,7.98092789732177e-08,3.73788745658473e-06,up
SPOCK2,0.532515943714299,0.000112619567415022,0.00221282385410857,up
TNNC1,0.531817202826473,7.33405030796017e-08,3.50200902205098e-06,up
ARPC2,0.525980572396781,8.45884675443366e-06,0.000247963891429729,up
AES,0.52536779422319,9.08450218370926e-08,4.15913687991243e-06,up
NAP1L1,0.514700912898409,3.75571747693765e-08,1.95361235906748e-06,up
MYO1C,0.514116393168813,1.41135456281752e-15,2.87539969598023e-13,up
KIF5B,0.513978482853029,1.04513953180845e-08,6.20183768777982e-07,up
MZT2B,0.512593561954797,2.78149998565512e-08,1.4783067749847e-06,up
FADS3,0.506698767757399,3.5573638398791e-07,1.43043472298297e-05,up
ATF4,0.504743276632508,3.09636628531591e-11,2.845863268549e-09,up
MYL12A,0.504528164555304,1.90713408941365e-10,1.5541871405995e-08,up
SPRING1,0.500158955407928,1.33964655346846e-07,5.84851409628515e-06,up
RBX1,0.4928779568289,2.83900251814604e-06,9.32902332844547e-05,up
CSDE1,0.49129762190889,8.75158875901727e-09,5.27056196501422e-07,up
COX7A2,0.491267369336958,3.75798902785835e-06,0.000119629317386824,up
CELF2,0.490070584137617,4.57620592560709e-07,1.77023864666522e-05,up
NBEAL2,0.489278284459038,1.23095759575042e-08,7.16534554783485e-07,up
OTUD1,0.486141980746606,4.23269790354897e-15,7.60889693720333e-13,up
FAU,0.48600239708324,8.5328892397347e-05,0.0017739122120156,up
CEBPB,0.484322295363892,4.38623712565189e-08,2.2434042938899e-06,up
CFLAR,0.484121454459033,0.000737272546992646,0.00954247368832038,up
NDUFB8,0.480831263321615,2.91084135266456e-13,3.74548680999701e-11,up
LGALS1,0.478395637239346,3.81628204881575e-09,2.4946648002526e-07,up
MYH9,0.475976539893506,1.08087100650594e-05,0.000305140119711976,up
POLR2L,0.473668130852544,0.00023434963720085,0.00389753736754175,up
ATP5MK,0.471777623424347,3.06698450631341e-08,1.62297916039719e-06,up
ATP5F1EP2,0.469720005458014,9.12483202593039e-22,3.7180648894991e-19,up
RGCC,0.46129563878131,0.000694469889622505,0.00912938807943537,up
EIF2S2,0.46112381469858,1.84515002444077e-07,7.85892470340207e-06,up
MSMO1,0.460289258780745,1.83006042711302e-08,1.02617700279952e-06,up
LINC00657,0.458873928420817,4.07824420172089e-09,2.64318880942869e-07,up
RRAS,0.449769011626158,4.17208268809485e-07,1.63460060189973e-05,up
COL4A1,0.449026193515523,5.86941027007565e-08,2.88143257596003e-06,up
UNC13D,0.44477904191709,8.28114603454446e-06,0.000243338291168922,up
YBX1,0.443440316600307,0.000594199529058426,0.00816123038562944,up
UBL5,0.441761209267584,0.000128830306135074,0.00245682006582705,up
ITGB1,0.440658304382426,0.00014035667895299,0.00261144603275701,up
ETF1,0.434605136584127,1.87290559190144e-08,1.04065445251833e-06,up
PPP1CB,0.433554360360414,1.64338056775135e-13,2.16007355485941e-11,up
IQGAP1,0.433376504677426,4.67661980752197e-07,1.79770441909272e-05,up
CAV2,0.428517849953948,1.29296863155753e-06,4.60794418430297e-05,up
HSPG2,0.426850389414186,0.000123724368517941,0.00237426480496595,up
NUPR1,0.422172943664842,1.68934672139473e-11,1.63893447002613e-09,up
SEC61G,0.421542113786769,3.75694370829431e-05,0.000888295549133262,up
NAMPT,0.419132779476617,2.91438022030718e-10,2.31333661123603e-08,up
STOM,0.417459648835215,6.99406163570021e-05,0.00149991946376841,up
EEF1D,0.416918302671271,0.000398247538096334,0.00597355966916684,up
NEXN,0.412969783533904,8.45110995795124e-08,3.91312000477257e-06,up
GNB1,0.412742503669109,8.12199339473168e-08,3.78943691821374e-06,up
NDUFB1,0.411688909082554,7.41441531080259e-07,2.77167623116975e-05,up
PDXK,0.405176269365724,0.000402348829532752,0.00601260646969238,up
PSMA7,0.404805696733886,0.00059356331472228,0.00816123038562944,up
HINT1,0.404657886130212,0.000512461973794249,0.00730662159853663,up
TACSTD2,0.403898718821252,5.07849235080719e-05,0.00114962019437532,up
POMP,0.40226351219086,6.55369901634899e-05,0.00142548784298666,up
CFL2,0.399369770608049,4.63305195878542e-07,1.7865749887758e-05,up
RBM3,0.395799880142284,2.36843109607119e-05,0.000603160452466129,up
CST6,0.395756814454022,0.000191261458671526,0.00331842241605424,up
UBL3,0.394623747845905,1.24839730244453e-10,1.04523346747137e-08,up
EIF4G2,0.392789539263877,8.4798148186572e-05,0.00176588170942531,up
TACC2,0.391422143262832,0.000129662409082853,0.00246883689817569,up
ATP1B3,0.390693957523242,7.64899485756525e-06,0.000227497112260043,up
PTMA,0.389434796576473,0.00419381283718016,0.0350171913399524,up
PLEKHO1,0.389139913634854,2.70971654044218e-10,2.17918256515561e-08,up
CKB,0.383898873759754,0.00137652882835142,0.0153109084602073,up
BLVRB,0.383669556593581,0.000105202023126594,0.00210817955852374,up
NDRG1,0.382915538518859,5.771867917686e-05,0.00128282388046897,up
CHP1,0.382704249932211,6.73833214664998e-08,3.26862587939085e-06,up
DYNC1I2,0.382182241563865,1.04629816850253e-09,7.47950222910811e-08,up
PGC,0.38095997632106,3.4215983090813e-08,1.80282835044008e-06,up
CFL1,0.379712553368937,0.00284270571370067,0.0263052495414663,up
EIF1AX,0.37960931934051,2.18281788059131e-08,1.19119490055126e-06,up
TIMP2,0.379131194618295,7.12279612212469e-07,2.67083005511816e-05,up
TBCA,0.379125987840121,0.000332249613362856,0.00521363193035629,up
YBX3,0.376283176966113,4.4684163030452e-05,0.00102866141032815,up
PTP4A2,0.373316789313893,1.75253475825931e-05,0.000475010751329531,up
CTSZ,0.37298913757075,2.29232497007728e-06,7.78371678728464e-05,up
SNHG8,0.37287689934935,8.91208236462956e-06,0.000259639737138056,up
FAM107B,0.371940809979349,0.000154619014281091,0.00283793217803613,up
COL4A2,0.371518470895249,2.07239332879157e-06,7.07623912043246e-05,up
ARPC1B,0.370276033790032,0.000517474678769763,0.00734681820357908,up
MLLT4,0.369607704323659,0.00117262176977493,0.013664564836729,up
NEDD8,0.369144600552659,0.00166304608978751,0.0176314617533066,up
EIF4A1,0.367085303140048,9.53634037505759e-10,6.89776477779314e-08,up
KAL1,0.367080984767427,0.000801743163779511,0.0102195082732437,up
SLC38A1,0.366631296974204,1.86734492485915e-08,1.04065445251833e-06,up
TNFRSF12A,0.364843285291415,0.0120021920658653,0.0706247514938166,stable
LMNA,0.364049313599827,0.000166660849219202,0.00300924995695055,up
DDAH1,0.36353217440774,7.8443957986226e-10,5.84694477087577e-08,up
COL12A1,0.359504616386834,0.000824142137561068,0.0104397030979756,up
ARHGAP5,0.357368846559646,1.07217209661394e-05,0.000304674406345053,up
PRSS23,0.353958969692603,1.08142001372421e-11,1.06607082643264e-09,up
RASSF8,0.353472163202926,4.57734974622408e-09,2.89914628486234e-07,up
PLA2G16,0.352517297517336,0.00037245763415621,0.00569115264990689,up
RAB32,0.352006825902088,1.54286756865157e-06,5.42545199647159e-05,up
NEDD9,0.350607410236702,0.00365165253802393,0.0315908001590973,up
OAZ1,0.349178494809922,0.00339919869446676,0.0299580424233321,up
PTGS2,0.349120155244264,1.63550155471035e-10,1.34176986609257e-08,up
UGP2,0.346888759966809,1.33482971167887e-07,5.84837218478942e-06,up
NDUFB7,0.346868371522671,0.000114051579760746,0.00222813954760225,up
SPRED1,0.344839603477793,9.23558030635306e-09,5.5341045914147e-07,up
ACTB,0.343246214251255,6.15086303599956e-07,2.32062190592773e-05,up
ATP5L,0.342062164350504,0.00669251021772947,0.0478137024555961,up
NDUFS6,0.340373085588799,0.000103393040207261,0.00207533090885642,up
MYL6,0.338753412839136,6.42437989570182e-05,0.00140235035437605,up
UQCRB,0.338368359137748,0.00614657894899555,0.0452625187183865,up
RDX,0.336996961866575,0.000561843659561881,0.00782229714633763,up
SFN,0.336864001804138,9.17346811885112e-06,0.000266357421104124,up
PABPC4,0.336014232825283,1.13162842883196e-08,6.65049322790478e-07,up
ASNS,0.335502078624898,3.65211941031218e-15,6.76416782903881e-13,up
BCYRN1,0.33546420147187,6.10986060278799e-16,1.27009436920698e-13,up
NRG1,0.330631406203749,7.49905711776064e-11,6.5013102274827e-09,up
TMSB10,0.328999395056303,0.00136184926252505,0.0152186172330171,up
EEF1B2,0.327352095116373,0.00607976091112719,0.0449872865481954,up
ARPC5,0.323742775268332,0.00212100297680603,0.0212028551790002,up
LIMS1,0.323166679683063,2.12782387608738e-07,8.93832270147498e-06,up
PRKAR1A,0.322798670958379,0.00463960139412995,0.03765902220574,up
ABCA7,0.320601370954822,0.000555869694055423,0.00776402600858068,up
MYL12B,0.319844945920588,0.00123349824434216,0.0141314737946004,up
PSMA4,0.318342510412078,1.89386523638988e-05,0.000507688786176093,up
PPP1R14B,0.317461404008206,3.27162298909845e-12,3.53914331139288e-10,up
C14orf132,0.316287287754147,0.000131508443915504,0.00249233987352422,up
NDUFC2,0.315507337153979,0.000116908513006149,0.00227200264385877,up
SUB1,0.314409496613859,0.000702993866331555,0.00919079895405019,up
EGFR,0.31408927345779,0.000646872043847859,0.00867173323295597,up
EHD2,0.313822533521828,0.000689766064440081,0.00909152565254939,up
PHPT1,0.31380410332909,4.79210213059138e-05,0.00109085021311637,up
UQCC5,0.311416324479438,2.91182265280466e-09,1.95572088504858e-07,up
MSN,0.310700948792703,0.00297321143836056,0.0271633308090579,up
YWHAH,0.31062655963446,0.00120725602026347,0.0139090457980214,up
DDX21,0.3105702605071,4.76438343423798e-06,0.000150490498966731,up
ESRRA,0.310494276126586,2.34693427487023e-11,2.24132223250107e-09,up
TXN,0.310441301990208,0.0258192537639334,0.11838505551775,stable
HMGCS1,0.310304318188091,2.47621429660323e-07,1.02260957978642e-05,up
CAPG,0.308695894107887,0.00195848104030911,0.0199579125371559,up
EEF1A1,0.308395449370613,0.000201890228962172,0.00347103538513867,up
SLIRP,0.307332675584867,6.42514449703405e-06,0.000194890735314502,up
CTNNB1,0.30723007068721,1.12924458268855e-07,5.05636841713729e-06,up
FDPS,0.307087340962973,0.000396569609075235,0.00596268991554203,up
CTTN,0.305999805314005,6.94162033560549e-05,0.00149128940215187,up
DYNLT1,0.305646988736287,0.00204778311889059,0.0206940624129061,up
SERF2,0.304124162189357,0.0111631588528324,0.0671878157641668,stable
ICAM1,0.303949524817151,0.0425637143865069,0.161660038157875,stable
MBNL1,0.303876525313412,0.00449124333651,0.0367476295485263,up
OSGIN2,0.302138139767299,6.28679802814206e-09,3.92090913755145e-07,up
ROCK2,0.300915541741566,2.23928367584077e-08,1.21657794015456e-06,up
COX7B,0.300157895471919,0.00255210778963912,0.024138312067526,up
DUSP3,0.300003740545261,4.97390058348572e-06,0.000155501178344065,up
FSTL1,0.29999881172459,6.40122754463954e-06,0.000194648272402174,up
MYL9,0.299970860959033,0.0104927150393089,0.0645510561854616,stable
CLTC,0.298837415658228,0.000394453833612619,0.00594550389898971,up
APOC1,0.298600092969981,1.38235410494014e-07,5.97098819038455e-06,up
WWC2,0.298547532407501,0.011488995913999,0.0685414768436917,stable
YWHAE,0.297608512342404,0.0119654834147105,0.0705576793349837,stable
TSPO,0.2964101528264,0.0169770432656241,0.0892193711519301,stable
UQCRH,0.295053532924685,0.00244795648933451,0.0234696628436275,up
MINOS1,0.294798896686693,6.8086718665893e-05,0.00146813260757429,up
MIR4435-1HG,0.29478129026953,8.92086793177221e-06,0.000259639737138056,up
MACC1,0.294563787445252,8.13019638932785e-10,5.98695907609299e-08,up
ATP5MJ,0.293202391966568,0.010605394883783,0.064982630104944,stable
NCKAP1,0.293039701003532,4.44709649816612e-05,0.00102568504893552,up
SLC25A3,0.291916272784231,0.00119139806677807,0.0137913351972491,up
BMP2,0.290059636287249,3.810878420137e-10,2.92982250363237e-08,up
RNF181,0.288146035237724,0.00100827430696404,0.0122273265161988,up
AP2B1,0.288061709236694,2.69723470968699e-07,1.10640929836288e-05,up
TCEB2,0.287849077846669,0.0143446335594576,0.0794971661597461,stable
DDIT3,0.287793971235787,1.13982998808603e-07,5.08513933370934e-06,up
EDF1,0.286214735169918,0.0142820199080208,0.0792120741178067,stable
LPP,0.285865733798351,0.000305017597139337,0.00486753930474055,up
CEBPG,0.284809069017208,4.56866827032174e-09,2.89914628486234e-07,up
CAP1,0.284040763451759,0.000971304772773324,0.0118613681742069,up
YAP1,0.283239132998063,8.81793076629778e-08,4.06756172404619e-06,up
CSRP1,0.282008653758614,1.98170603428341e-06,6.78553909329983e-05,up
GFPT1,0.280851494265643,7.71175118451347e-08,3.63970835828157e-06,up
TAGLN2,0.280781978150449,0.0156672480965907,0.0846294479596664,stable
RHOBTB2,0.280724840485277,0.00562867458650668,0.0427929132989455,up
NXN,0.280622974163039,4.11674508015143e-05,0.000962200609173443,up
XPOT,0.278907288432546,2.88440999842292e-12,3.14812748399301e-10,up
MAPKAPK2,0.278884175884116,3.51012028208641e-06,0.000112618662278804,up
KRT80,0.277929297245667,7.9585454042061e-10,5.89607630430396e-08,up
LINC00998,0.277928475270845,1.54092380679041e-07,6.63248331486127e-06,up
HOPX,0.277599805983492,1.05032940075183e-05,0.000300684463578229,up
DHCR24,0.277524352684212,0.00113422785677364,0.013331539731924,up
EPB41L3,0.277341605676843,1.12634334233968e-06,4.06148112588797e-05,up
MPRIP,0.27658722350431,0.00031273250717529,0.00495259160355839,up
NFATC3,0.276437949378291,0.000235818464873907,0.00391663711225358,up
RHOQ,0.276022667143272,1.59381024274164e-08,9.10408243330549e-07,up
PHLDA3,0.275203455998824,1.87663022915673e-06,6.46195152710192e-05,up
EHD1,0.275126470202527,0.000221389938953073,0.00371740468923402,up
EIF4EBP1,0.274443801788565,2.39322721999201e-10,1.93740460511141e-08,up
RBMS3,0.273547192765176,0.00073735560615129,0.00954247368832038,up
AHNAK,0.273546545752066,0.0631220499597443,0.206808881990864,stable
SF3B5,0.27332090990275,0.000758888742246216,0.00975463300233201,up
MRFAP1,0.273158698328673,0.00176569206383376,0.0185587444439414,up
VAMP8,0.273020854976831,0.00344890489686161,0.0302434816780749,up
LAMTOR5,0.272328001806722,0.0084451325142605,0.0559530080511221,stable
GOLGA8A,0.270888842192986,0.00017791232938216,0.00314732317564041,up
ITGAV,0.269868996316784,2.08853819297274e-07,8.80354857617197e-06,up
HNRNPD,0.267681082873457,2.05313847341242e-05,0.000542064032375667,up
FLNB,0.267480807086239,0.00383133020849252,0.0326826102362963,up
FNDC3B,0.267471538546736,0.000173657872442842,0.00310349975546974,up
MMP23B,0.267396278085255,1.02054919719146e-05,0.00029422625911482,up
MYOF,0.266385154002543,0.00078891432844306,0.0100775976348547,up
GPX4,0.265908667806986,0.0612513517011841,0.203350495164387,stable
MVD,0.264914163281326,3.63315426184135e-07,1.45612058022127e-05,up
MEF2A,0.263930374087464,2.02393007741423e-05,0.000535509118318431,up
SLK,0.263171857749976,8.33742980331767e-05,0.00174216652847445,up
CPEB4,0.262288527496837,0.000112777262852556,0.00221282385410857,up
SLC25A6,0.262160740130694,0.0172368651957236,0.0900662854690673,stable
COBLL1,0.262006710613688,0.000236335316739566,0.00391989540274688,up
LLGL2,0.261831780815074,0.0175534840486103,0.0913857704472796,stable
WAC,0.26133801626302,4.21675475594842e-05,0.000978095069007847,up
AGFG1,0.261114450777147,2.71686401655012e-07,1.11073397118089e-05,up
PDLIM2,0.260748866384403,0.000514295343938394,0.00731211137641977,up
PPP1R12C,0.260733062931437,2.12678180292078e-06,7.24172165986174e-05,up
LMO3,0.258809303420541,0.0133991107839939,0.0762171848411084,stable
IRX2,0.258288161916069,0.00505851538106672,0.0397654611049258,up
TIMM8B,0.257474825889145,0.000258486519677068,0.00421994633048015,up
RAB21,0.257233255352275,4.53809907543958e-07,1.76161406260416e-05,up
TM9SF3,0.256190859420817,3.52185056446133e-06,0.000112699218062763,up
NHP2L1,0.255434374645968,0.000885340689070712,0.0110999021366158,up
STARD7,0.255152519381934,2.40542613380854e-06,8.12263233692697e-05,up
PHLDB2,0.254996303931643,0.000841436400914616,0.0106257423189879,up
CHCHD2,0.254943077529848,0.0786295008259822,0.234373815678324,stable
CADM1,0.254276241073077,0.0754868786498492,0.229597313912853,stable
INSIG1,0.253379151402694,1.81313850109813e-05,0.000488189538269241,up
FAM198B,0.253341983031823,7.05845300726734e-08,3.39694998271008e-06,up
OSMR,0.253206114142283,2.01825238183763e-05,0.000535165230272953,up
DDX3X,0.252982627680336,3.10646782051467e-05,0.00076559400479781,up
ANXA5,0.252868046039409,0.00638730625724502,0.0462276090518431,up
SGMS2,0.252608100515103,5.67659595948719e-06,0.00017478768012285,up
CDV3,0.252080678718278,0.000215086135302385,0.00363653238995346,up
ZBTB38,0.251988451723043,0.0003319693362397,0.00521363193035629,up
COPRS,0.251932097937707,1.35356767740187e-07,5.87221476095041e-06,up
SNRPB2,0.251776720080796,7.92953885780227e-05,0.00165977196913998,up
ARPC5L,0.251505112869256,0.00136305648556428,0.0152186172330171,up
TMEM238,0.250355221589573,2.23552830286415e-05,0.000574098696937212,up
ARF6,0.250121961184638,5.51770077152043e-06,0.000170755377800167,up
RHEB,0.250077085740541,0.000215516827644862,0.00363878135515303,up
MORF4L1,0.249303199286759,0.00958926942485223,0.0606945316460015,stable
MAFK,0.248732457691237,6.24893983355767e-06,0.000190491372881319,stable
CHMP3,0.247664390821392,0.000985347476449419,0.0119968999523085,stable
PACSIN2,0.247027054158293,0.0001113784053418,0.00219595101112606,stable
SQLE,0.246134945746315,3.32423179656891e-05,0.000809470308391602,stable
TEAD1,0.24580724294952,0.00532827301278613,0.0411972228388979,stable
SDR16C5,0.245655048313382,0.0029648170268538,0.0271068985312348,stable
LMO4,0.244664516486776,2.14969494821343e-05,0.000559103639297041,stable
EIF3E,0.243773267471488,0.00106586127099895,0.0127113055382353,stable
CDC42,0.243616712953844,0.00656733817805759,0.0471952627210911,stable
RAN,0.243305517986719,0.0417895702038541,0.16018680030477,stable
GADD45GIP1,0.243301260101703,0.0100258864393696,0.0626887139820224,stable
ZNHIT1,0.243027546158131,0.00392164564041028,0.0332212032629073,stable
CCNY,0.241416005161251,1.80731620650316e-05,0.000487696099520852,stable
NDUFB2,0.241214491235898,0.0439788884363065,0.164839392640062,stable
MYRF,0.241007708865169,0.00541956199894555,0.0417183412311778,stable
PTRF,0.240850915332221,0.00823766137896758,0.054995725120972,stable
NDUFA4,0.240583884400421,0.124480508592651,0.308947058885516,stable
SDCBP,0.240497957112323,0.0113266564007768,0.0679235850765589,stable
NOP10,0.240315736622125,0.0287446775640976,0.126525889377669,stable
VIM,0.239679336444684,9.14652446913772e-05,0.00187911117833176,stable
FAM120A,0.239661702629722,6.42437610944857e-05,0.00140235035437605,stable
HMHA1,0.238576682070412,0.000512850239818752,0.00730662159853663,stable
RBMS1,0.23848565170564,0.004234626117541,0.035237624003282,stable
SLC44A1,0.237279120719535,2.77741228696996e-05,0.000697147593345396,stable
PSMD8,0.23717289814493,0.011094483275902,0.0670385385885448,stable
CYCS,0.236783790169437,0.00103583511523439,0.0124995542434601,stable
ACTN1,0.236741144462967,9.74970903202018e-06,0.000282418111865912,stable
NDUFA11,0.236731487275616,0.00639505586990406,0.0462563094400634,stable
IDI1,0.236608669110694,0.00132943280161258,0.0149649192165337,stable
PKN1,0.235587893584641,7.15699259566535e-05,0.00152416511305598,stable
SLFN5,0.234779815028694,4.1662177488038e-08,2.13982545215872e-06,stable
TBL1XR1,0.23450800812942,0.000136126736077721,0.00255216751811973,stable
S100A4,0.232352762385147,0.0331061476677308,0.138087504464785,stable
TUG1,0.231117602278655,0.000165003153710843,0.00298372566710259,stable
SPATS2L,0.230231202413092,0.00178466083334051,0.0186778202283856,stable
TJP1,0.229881705153451,0.00574248747638461,0.0431736727941885,stable
C6orf62,0.229727617180437,8.7660692055093e-05,0.001810074830543,stable
TMED7,0.228221055561301,2.36234558555704e-06,7.99925552294994e-05,stable
TMEM141,0.227967716162576,0.00275513813168836,0.025709014138747,stable
MED13,0.227933157621455,2.14773673421508e-05,0.000559103639297041,stable
YME1L1,0.22730432961606,4.14390586938438e-05,0.000964859149473422,stable
LAMB3,0.227272481109207,0.0804117271496791,0.238118447838585,stable
C11orf58,0.226729450133077,0.0227963471591474,0.109082329091659,stable
SKIC3,0.224904327015859,0.00111755765206876,0.0131709250984563,stable
HBEGF,0.224535176670202,0.00685513746108983,0.0486909937968402,stable
ARL8A,0.224399187389636,6.82115899863189e-05,0.00146813260757429,stable
COMMD6,0.224253328460611,0.000459779675364308,0.00673902488207829,stable
DDT,0.22416375603125,0.0122325238870131,0.0716304610270532,stable
SCOC,0.223334123159549,0.00108458365949775,0.0128968391572962,stable
GNG12,0.222608554192084,3.04796813469958e-06,9.90913895706587e-05,stable
PRELID1,0.222545656446277,0.00561849916024069,0.0427702848661772,stable
SLC7A1,0.221127610756241,2.72175913799508e-09,1.83816484546143e-07,stable
EGLN2,0.220462607522839,0.00258044824853639,0.0243390427392815,stable
ATP11A,0.220399674731464,0.0372161943495635,0.148726810786302,stable
C6orf48,0.220257036151895,0.00035002165031174,0.005416031206849,stable
ARHGEF12,0.219584288433889,0.000550983373679031,0.00772387701817945,stable
ADAM9,0.219189793477043,0.000174968645614318,0.00311563030586595,stable
