"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","focal_group"
"GO:0001944","vasculature development","32/230","457/10170",0.0700218818380744,3.09618494910094,6.97462486118658,1.01882563311333e-08,2.8360400805391e-06,2.33988662150429e-06,"COL4A1/ADAM10/IGFBP7/CD47/TGFBR2/CFLAR/SEMA3E/ATP2B4/FN1/RGCC/PXDN/EMP2/NDST1/VEGFA/HEG1/HDAC7/SPINT1/ERBB2/HSPG2/SLC1A1/BCAM/COL4A3/PDPN/SPARC/CAV1/SEMA5A/FOLR1/COL8A1/HYAL1/AQP1/COL4A2/NDNF",32,"3"
"GO:0001568","blood vessel development","30/230","433/10170",0.069284064665127,3.06356059845366,6.67511019425722,3.92617151281568e-08,1.0018280976868e-05,8.26562423750669e-06,"COL4A1/IGFBP7/CD47/TGFBR2/CFLAR/SEMA3E/ATP2B4/FN1/RGCC/PXDN/EMP2/NDST1/VEGFA/HEG1/HDAC7/SPINT1/ERBB2/HSPG2/SLC1A1/BCAM/COL4A3/SPARC/CAV1/SEMA5A/FOLR1/COL8A1/HYAL1/AQP1/COL4A2/NDNF",30,"3"
"GO:0048514","blood vessel morphogenesis","27/230","372/10170",0.0725806451612903,3.20932678821879,6.6034753391123,7.74078053271169e-08,1.82325153778178e-05,1.50428123712616e-05,"COL4A1/IGFBP7/CD47/TGFBR2/SEMA3E/ATP2B4/FN1/RGCC/PXDN/EMP2/VEGFA/HEG1/HDAC7/ERBB2/HSPG2/SLC1A1/BCAM/COL4A3/SPARC/CAV1/SEMA5A/FOLR1/COL8A1/HYAL1/AQP1/COL4A2/NDNF",27,"3"
"GO:0030335","positive regulation of cell migration","26/230","356/10170",0.0730337078651685,3.22936003908158,6.51316430138321,1.21476925926626e-07,2.65687390848091e-05,2.19206482875114e-05,"EPB41L5/ADAM10/GAS6/CD47/TGFBR2/PERP/CD151/DOCK4/SEMA3E/FN1/LAMC2/VEGFA/ARHGEF2/SYNE2/CD99/HDAC7/EGFR/DAPK2/AGER/ITGA3/SEMA3B/PDPN/SPARC/CAV1/SEMA5A/AQP1",26,"3"
"GO:0001525","angiogenesis","24/230","323/10170",0.0743034055727554,3.28550275945619,6.34951994404282,2.80137322566345e-07,5.71853654465433e-05,4.71810227480161e-05,"COL4A1/IGFBP7/CD47/TGFBR2/SEMA3E/ATP2B4/FN1/RGCC/PXDN/EMP2/VEGFA/HDAC7/ERBB2/HSPG2/BCAM/COL4A3/SPARC/CAV1/SEMA5A/COL8A1/HYAL1/AQP1/COL4A2/NDNF",24,"3"
"GO:0010811","positive regulation of cell-substrate adhesion","12/230","85/10170",0.141176470588235,6.24245524296675,7.38271481437818,4.11728605238103e-07,7.87945618274419e-05,6.50097797744373e-05,"UTRN/EPB41L5/FN1/UNC13D/EMP2/VEGFA/SPOCK2/ITGA3/ABI3BP/COL8A1/NPNT/NDNF",12,"3"
"GO:0050808","synapse organization","23/230","309/10170",0.0744336569579288,3.29126213592233,6.22161865370339,4.88424843467137e-07,8.7973933570375e-05,7.25832584718966e-05,"COL4A1/ADAM10/AGRN/PPFIBP1/DOCK4/SEMA3E/PTPN1/NEDD4L/BAIAP2/SPOCK2/PLXNB1/ERBB2/PTPRF/GPM6A/ITGA3/SLC1A1/LAMB2/LAMA5/SPARC/PLXNA1/GABRE/BDNF/CACNA2D2",23,"3"
"GO:0048762","mesenchymal cell differentiation","16/230","158/10170",0.10126582278481,4.47771051183269,6.7014904115702,5.29264478483749e-07,9.00337685065133e-05,7.42827338222805e-05,"EPB41L5/S100A4/TGFBR2/DDX5/SEMA3E/FN1/DDX17/RGCC/EMP2/VEGFA/SEMA3B/PDPN/LAMA5/SEMA5A/FOLR1/NKX2-1",16,"3"
"GO:0061138","morphogenesis of a branching epithelium","13/230","104/10170",0.125,5.52717391304348,7.0587082898801,5.71445166121884e-07,9.20928999297479e-05,7.59816287364278e-05,"COL4A1/TGFBR2/SEMA3E/SPINT2/VEGFA/TACSTD2/SPINT1/MAGED1/LAMA5/CELSR1/PLXNA1/NPNT/NKX2-1",13,"3"
"GO:0009611","response to wounding","25/230","362/10170",0.069060773480663,3.0536872447754,6.05212949557131,6.211120278283e-07,9.50922514605128e-05,7.84562561467327e-05,"AHNAK/GAS6/CD151/F11R/CFLAR/FN1/MACF1/DST/PDIA3/VEGFA/PROS1/ERBB3/PAPSS2/ERBB2/PTPRF/AGER/SLC1A1/PDPN/LAMB2/DUOX1/CAV1/SCUBE1/FOLR1/AQP1/NDNF",25,"3"
"GO:0034329","cell junction assembly","22/230","292/10170",0.0753424657534247,3.3314472900536,6.14882829412307,7.1492183817553e-07,0.000104242412785403,8.6005634667733e-05,"EPB41L5/AGRN/PEAK1/F11R/DOCK4/FN1/MACF1/PTPN1/DST/VEGFA/MYO9A/SPOCK2/HDAC7/PLXNB1/GPM6A/LIMCH1/LAMA3/PLXNA1/CAV1/GABRE/CLDN18/BDNF",22,"3"
"GO:0001763","morphogenesis of a branching structure","13/230","110/10170",0.118181818181818,5.22569169960474,6.778053774888,1.09862003280716e-06,0.00015290793365707,0.000126157324341493,"COL4A1/TGFBR2/SEMA3E/SPINT2/VEGFA/TACSTD2/SPINT1/MAGED1/LAMA5/CELSR1/PLXNA1/NPNT/NKX2-1",13,"3"
"GO:0042060","wound healing","21/230","279/10170",0.0752688172043011,3.32819074333801,5.99805451116391,1.31605920656933e-06,0.000171548644068954,0.000141536919717243,"AHNAK/GAS6/CD151/F11R/CFLAR/FN1/MACF1/DST/PDIA3/VEGFA/PROS1/ERBB3/PAPSS2/ERBB2/AGER/PDPN/DUOX1/CAV1/SCUBE1/AQP1/NDNF",21,"3"
"GO:0060485","mesenchyme development","17/230","190/10170",0.0894736842105263,3.95629290617849,6.25703869224248,1.34460073731381e-06,0.000171548644068954,0.000141536919717243,"EPB41L5/S100A4/TGFBR2/DDX5/SEMA3E/FN1/DDX17/RGCC/EMP2/VEGFA/ERBB3/SEMA3B/PDPN/LAMA5/SEMA5A/FOLR1/NKX2-1",17,"3"
"GO:0007492","endoderm development","9/230","53/10170",0.169811320754717,7.50861361771944,7.22620702838976,2.46700827729459e-06,0.000302159173803041,0.000249297678547663,"EPB41L5/LAMB3/FN1/DUSP1/LAMA3/COL8A1/COL12A1/COL4A2/NKX2-1",9,"3"
"GO:0072006","nephron development","11/230","85/10170",0.129411764705882,5.72225063938619,6.65013398051901,3.05119686311584e-06,0.000359337107494642,0.000296472569695466,"CFLAR/VEGFA/COL4A4/TACSTD2/ITGA3/MAGED1/COL4A3/LAMB2/LAMA5/AQP1/NPNT",11,"3"
"GO:0140962","multicellular organismal-level chemical homeostasis","9/230","56/10170",0.160714285714286,7.10636645962733,6.96987921885825,3.97594423594814e-06,0.000450901527795304,0.000372018174123803,"B2M/VEGFA/TMEM63B/SCNN1A/SCNN1B/CYBRD1/AQP4/WFS1/AQP1",9,"3"
"GO:0007600","sensory perception","17/230","209/10170",0.0813397129186603,3.59662991470772,5.76954518049169,4.97263783529228e-06,0.000543793466130891,0.000448659052808326,"NAV2/B2M/MYO9A/CLIC5/TACSTD2/TMEM63B/SCNN1A/EPS8L2/MGLL/ROR1/TIMP3/EFEMP1/COL4A3/LAMB2/SCNN1B/WFS1/AQP1",17,"3"
"GO:0007162","negative regulation of cell adhesion","15/230","173/10170",0.0867052023121387,3.83387785875848,5.7184612565223,8.41521723585612e-06,0.000888530868144533,0.000733086074992911,"EPB41L5/ADAM10/HLA-E/SEMA3E/PTPN1/RGCC/SPINT2/DUSP1/VEGFA/TACSTD2/PLXNB1/ERBB3/ERBB2/HSPG2/SEMA5A",15,"3"
"GO:0050878","regulation of body fluid levels","17/230","219/10170",0.0776255707762557,3.43240023823705,5.53520335785857,9.29184656671668e-06,0.000948387806242882,0.000782471289828773,"GAS6/F11R/EMP2/PDIA3/VEGFA/HEG1/PROS1/SCNN1A/PAPSS2/EGFR/PDPN/SCNN1B/CAV1/AQP4/SCUBE1/WFS1/AQP1",17,"3"
"GO:0001706","endoderm formation","7/230","35/10170",0.2,8.84347826086957,7.0703464075507,1.08239214248685e-05,0.0010044892946556,0.000828758055338253,"LAMB3/FN1/DUSP1/LAMA3/COL8A1/COL12A1/COL4A2",7,"3"
"GO:0007528","neuromuscular junction development","7/230","35/10170",0.2,8.84347826086957,7.0703464075507,1.08239214248685e-05,0.0010044892946556,0.000828758055338253,"COL4A1/AGRN/PPFIBP1/NEDD4L/ERBB2/LAMB2/CACNA2D2",7,"3"
"GO:0035023","regulation of Rho protein signal transduction","9/230","63/10170",0.142857142857143,6.3167701863354,6.43897709195588,1.08256520978559e-05,0.0010044892946556,0.000828758055338253,"F11R/ARHGEF2/HEG1/ABCA1/PLXNB1/EPS8L2/SCAI/ERBB2/ITGA3",9,"3"
"GO:0007266","Rho protein signal transduction","11/230","97/10170",0.11340206185567,5.01434334379202,6.04269694945041,1.12102945003253e-05,0.00100958593411753,0.000832963058847699,"F11R/ARHGEF2/HEG1/ABCA1/PLXNB1/EPS8L2/SCAI/ERBB2/ITGA3/PDPN/CELSR1",11,"3"
"GO:1901342","regulation of vasculature development","15/230","178/10170",0.0842696629213483,3.72618466047875,5.58147402229164,1.18854385330511e-05,0.00103980607966293,0.000857896315167597,"ADAM10/TGFBR2/SEMA3E/ATP2B4/RGCC/EMP2/VEGFA/ERBB2/HSPG2/COL4A3/SPARC/SEMA5A/HYAL1/AQP1/COL4A2",15,"3"
"GO:0048754","branching morphogenesis of an epithelial tube","10/230","85/10170",0.117647058823529,5.20204603580563,5.91755314665984,2.04118594179304e-05,0.00173614204271397,0.00143241118722319,"COL4A1/TGFBR2/SEMA3E/VEGFA/TACSTD2/MAGED1/LAMA5/CELSR1/NPNT/NKX2-1",10,"3"
"GO:0002009","morphogenesis of an epithelium","20/230","308/10170",0.0649350649350649,2.871259175607,5.07267048001514,2.16308153859807e-05,0.00179009612734792,0.00147692622834577,"COL4A1/EPB41L5/TGFBR2/PERP/CD151/SEMA3E/SPINT2/VEGFA/MYO9A/TACSTD2/SPINT1/EGFR/MAGED1/PDPN/LAMA5/CELSR1/PLXNA1/FOLR1/NPNT/NKX2-1",20,"3"
"GO:0048729","tissue morphogenesis","22/230","367/10170",0.0599455040871935,2.65063381115982,4.8990753271216,2.87316830404201e-05,0.00231516877552016,0.00191013959271491,"COL4A1/EPB41L5/TGFBR2/PERP/CD151/SEMA3E/SPINT2/VEGFA/MYO9A/HEG1/TACSTD2/SPINT1/EGFR/ITGA3/MAGED1/PDPN/LAMA5/CELSR1/PLXNA1/FOLR1/NPNT/NKX2-1",22,"3"
"GO:0007160","cell-matrix adhesion","13/230","149/10170",0.087248322147651,3.85789320105048,5.34556294572671,3.17932885250276e-05,0.0024961807554778,0.00205948427692486,"UTRN/EPB41L5/PEAK1/SEMA3E/FN1/MACF1/EMP2/VEGFA/MSLN/ITGA3/LIMCH1/BCAM/NPNT",13,"3"
"GO:0050877","nervous system process","26/230","485/10170",0.0536082474226804,2.37041685342896,4.70417638269443,3.67636487919307e-05,0.0028142573150223,0.00232191466054299,"NAV2/B2M/BAIAP2/ADRB2/MYO9A/CLIC5/TACSTD2/TMEM63B/SCNN1A/EPS8L2/EGFR/MGLL/ROR1/AGER/ITGA3/TIMP3/MGAT3/EFEMP1/MYRF/SLC1A1/COL4A3/LAMB2/SCNN1B/AQP4/WFS1/AQP1",26,"3"
"GO:0045765","regulation of angiogenesis","14/230","174/10170",0.0804597701149425,3.55772113943028,5.17636083722598,3.91268422669595e-05,0.00292210709808366,0.00241089657100649,"TGFBR2/SEMA3E/ATP2B4/RGCC/EMP2/VEGFA/ERBB2/HSPG2/COL4A3/SPARC/SEMA5A/HYAL1/AQP1/COL4A2",14,"3"
"GO:0003013","circulatory system process","19/230","299/10170",0.0635451505016722,2.80980078522612,4.83165192586397,4.69837666598919e-05,0.00342534032172831,0.00282609122766267,"GAS6/NAV2/DOCK4/ATP1B1/ATP2B4/PTPN1/NEDD4L/EMP2/ADRB2/SLC2A3/VEGFA/HEG1/SCNN1A/EGFR/AGER/SLC19A1/SLC1A1/SCNN1B/CAV1",19,"3"
"GO:0045927","positive regulation of growth","13/230","156/10170",0.0833333333333333,3.68478260869565,5.14016998170363,5.14885833162471e-05,0.00366646609568253,0.00302503304673178,"ADAM10/AGRN/FN1/MACF1/NEDD4L/VEGFA/EGFR/ERBB2/SEMA5A/WFS1/HYAL1/BDNF/CACNA2D2",13,"3"
"GO:0001704","formation of primary germ layer","9/230","77/10170",0.116883116883117,5.1682665160926,5.58470908562624,5.60766403100654e-05,0.00390242437794137,0.0032197114053626,"EPB41L5/LAMB3/FN1/DUSP1/ITGA3/LAMA3/COL8A1/COL12A1/COL4A2",9,"3"
"GO:0035987","endodermal cell differentiation","6/230","31/10170",0.193548387096774,8.55820476858345,6.41079351022259,5.74560958208417e-05,0.00390956812007594,0.00322560537941567,"LAMB3/FN1/LAMA3/COL8A1/COL12A1/COL4A2",6,"3"
"GO:0071526","semaphorin-plexin signaling pathway","6/230","32/10170",0.1875,8.29076086956522,6.28320962480576,6.93905587996819e-05,0.00461899763140491,0.00381092313773997,"SEMA3E/PLXNB1/ERBB2/SEMA3B/PLXNA1/SEMA5A",6,"3"
"GO:0071363","cellular response to growth factor stimulus","24/230","451/10170",0.0532150776053215,2.35303190976574,4.47090424402573,8.36038007118123e-05,0.00544669867616105,0.00449382131485665,"EPB41L5/GAS6/TGFBR2/CFLAR/DDX5/ATP2B4/PTPN1/PXN/BAIAP2/SPINT2/NDST1/VEGFA/SPINT1/EGFR/ERBB2/ITGA3/CAV1/FOLR1/HYAL1/COL4A2/NPNT/BDNF/NDNF/NKX2-1",24,"3"
"GO:1990778","protein localization to cell periphery","17/230","263/10170",0.064638783269962,2.85815837328484,4.64407654136389,9.63237249047666e-05,0.00614465095121657,0.00506966973182982,"ADAM10/GAS6/F11R/ATP1B1/ATP2B4/MACF1/EMP2/RAB31/SPTBN1/EGFR/ERBB2/ITGA3/SLC1A1/LAMA5/CAV1/CACNA2D2/PKDCC",17,"3"
"GO:0001764","neuron migration","10/230","103/10170",0.0970873786407767,4.2929506120726,5.10932636497942,0.000107924843615593,0.0066690817941769,0.00550235357214912,"GAS6/SEMA3E/VEGFA/ARHGEF2/GPM6A/ITGA3/CELSR1/PLXNA1/NDNF/NKX2-1",10,"3"
"GO:0050891","multicellular organismal-level water homeostasis","5/230","22/10170",0.227272727272727,10.0494071146245,6.46325197104379,0.000108900747782118,0.0066690817941769,0.00550235357214912,"SCNN1A/SCNN1B/AQP4/WFS1/AQP1",5,"3"
"GO:0008015","blood circulation","16/230","241/10170",0.0663900414937759,2.93559444344218,4.62572682966536,0.00011345803614009,0.00681193150315602,0.00562021231653699,"GAS6/NAV2/DOCK4/ATP1B1/ATP2B4/PTPN1/NEDD4L/EMP2/ADRB2/VEGFA/SCNN1A/EGFR/AGER/SLC1A1/SCNN1B/CAV1",16,"3"
"GO:0001755","neural crest cell migration","6/230","36/10170",0.166666666666667,7.3695652173913,5.8234511742883,0.000138293989994077,0.00795702620967121,0.00656497744962388,"SEMA3E/FN1/SEMA3B/LAMA5/SEMA5A/FOLR1",6,"3"
"GO:0001667","ameboidal-type cell migration","13/230","172/10170",0.0755813953488372,3.34201213346815,4.71201481728142,0.000139894267549864,0.00795702620967121,0.00656497744962388,"EPB41L5/TGFBR2/SEMA3E/FN1/MACF1/VEGFA/TACSTD2/ITGA3/SEMA3B/LAMA5/SEMA5A/FOLR1/AQP1",13,"3"
"GO:0034220","monoatomic ion transmembrane transport","25/230","496/10170",0.0504032258064516,2.22869915848527,4.26769335851241,0.00014032639298571,0.00795702620967121,0.00656497744962388,"UTRN/TMEM109/AHNAK/GAS6/TSPAN13/SLC39A8/ATP1B1/ATP2B4/NEDD4L/RNASEK/CLIC5/TMEM63B/SCNN1A/ATP6V0C/SLC34A2/PIEZO1/ATP13A4/SLC19A1/GPM6A/SLC1A1/SCNN1B/CAV1/GABRE/AQP1/CACNA2D2",25,"3"
"GO:0007229","integrin-mediated signaling pathway","8/230","69/10170",0.115942028985507,5.12665406427221,5.23178963310952,0.000154372997733029,0.00848539820565049,0.0070009129545743,"ADAM10/CD47/FN1/DST/EMP2/ITGA3/LAMB2/LAMA5",8,"3"
"GO:0097205","renal filtration","4/230","13/10170",0.307692307692308,13.6053511705686,6.91757296264949,0.000155186903826397,0.00848539820565049,0.0070009129545743,"GAS6/EMP2/ITGA3/AQP1",4,"3"
"GO:0072577","endothelial cell apoptotic process","6/230","37/10170",0.162162162162162,7.17038777908343,5.71944842870613,0.000161974277805005,0.00855112480411943,0.00705514095702383,"GAS6/PTPN1/RGCC/COL4A3/SEMA5A/NDNF",6,"3"
"GO:0090497","mesenchymal cell migration","6/230","37/10170",0.162162162162162,7.17038777908343,5.71944842870613,0.000161974277805005,0.00855112480411943,0.00705514095702383,"SEMA3E/FN1/SEMA3B/LAMA5/SEMA5A/FOLR1",6,"3"
"GO:0070848","response to growth factor","24/230","472/10170",0.0508474576271186,2.24834193072955,4.22448057266059,0.000168115788289182,0.00870012466408071,0.00717807390896686,"EPB41L5/GAS6/TGFBR2/CFLAR/DDX5/ATP2B4/PTPN1/PXN/BAIAP2/SPINT2/NDST1/VEGFA/SPINT1/EGFR/ERBB2/ITGA3/CAV1/FOLR1/HYAL1/COL4A2/NPNT/BDNF/NDNF/NKX2-1",24,"3"
"GO:0030307","positive regulation of cell growth","10/230","109/10170",0.0917431192660551,4.05664140406861,4.88030557295029,0.000173320576260262,0.00870012466408071,0.00717807390896686,"ADAM10/FN1/MACF1/NEDD4L/VEGFA/EGFR/ERBB2/SEMA5A/HYAL1/BDNF",10,"3"
"GO:0097485","neuron projection guidance","10/230","109/10170",0.0917431192660551,4.05664140406861,4.88030557295029,0.000173320576260262,0.00870012466408071,0.00717807390896686,"ALCAM/SEMA3E/VEGFA/ERBB2/SEMA3B/LAMB2/PLXNA1/SEMA5A/BDNF/NKX2-1",10,"3"
"GO:0001837","epithelial to mesenchymal transition","10/230","110/10170",0.0909090909090909,4.0197628458498,4.84373125433957,0.000186939334869452,0.00904206393858636,0.00746019232445504,"EPB41L5/S100A4/TGFBR2/DDX5/DDX17/RGCC/EMP2/VEGFA/PDPN/NKX2-1",10,"3"
"GO:0030048","actin filament-based movement","8/230","71/10170",0.112676056338028,4.98224127372933,5.12185650488061,0.000188956394726831,0.00904206393858636,0.00746019232445504,"MYO1B/EPB41L5/NEDD4L/EMP2/SYNE2/LIMCH1/PDPN/CAV1",8,"3"
"GO:0098655","monoatomic cation transmembrane transport","22/230","417/10170",0.052757793764988,2.33281201126056,4.2274420481139,0.000188991538886194,0.00904206393858636,0.00746019232445504,"UTRN/TMEM109/AHNAK/GAS6/TSPAN13/SLC39A8/ATP1B1/ATP2B4/NEDD4L/RNASEK/TMEM63B/SCNN1A/ATP6V0C/SLC34A2/PIEZO1/ATP13A4/GPM6A/SLC1A1/SCNN1B/CAV1/AQP1/CACNA2D2",22,"3"
"GO:0001909","leukocyte mediated cytotoxicity","8/230","72/10170",0.111111111111111,4.91304347826087,5.0684257413993,0.000208497097877188,0.00982181713384539,0.00810353092963971,"HLA-C/HLA-E/B2M/UNC13D/EMP2/AGER/CADM1/SCNN1B",8,"3"
"GO:0021854","hypothalamus development","4/230","14/10170",0.285714285714286,12.6335403726708,6.62558793862073,0.000213421564372003,0.00990146712283442,0.00816924648313886,"SEMA3E/PLXNA1/NDNF/NKX2-1",4,"3"
"GO:0030324","lung development","11/230","135/10170",0.0814814814814815,3.60289855072464,4.63100539469245,0.000237676177471473,0.0108621560510097,0.00896186686459601,"TGFBR2/VEGFA/HEG1/EGFR/ITGA3/PDPN/LAMA5/CELSR1/CLDN18/PKDCC/NKX2-1",11,"3"
"GO:0031344","regulation of cell projection organization","22/230","425/10170",0.0517647058823529,2.28890025575448,4.1288841995922,0.000247094239051681,0.0110524369512329,0.00911885890988309,"AGRN/CFLAR/FN1/MACF1/B2M/PTPN1/NEDD4L/BAIAP2/VEGFA/MYO9A/SYNE2/TACSTD2/PLXNB1/EPS8L2/PTPRF/GPM6A/ITGA3/PDPN/CAV1/SEMA5A/BDNF/NDNF",22,"3"
"GO:0061326","renal tubule development","7/230","56/10170",0.125,5.52717391304348,5.16737008584392,0.000249416516924337,0.0110524369512329,0.00911885890988309,"COL4A1/VEGFA/TACSTD2/MAGED1/LAMA5/AQP1/NPNT",7,"3"
"GO:0071711","basement membrane organization","5/230","26/10170",0.192307692307692,8.50334448160535,5.82702375712663,0.000252668382294677,0.0110524369512329,0.00911885890988309,"COL4A1/PXDN/SPINT2/LAMB2/CAV1",5,"3"
"GO:0050673","epithelial cell proliferation","16/230","259/10170",0.0617760617760618,2.73157629679369,4.29380804788379,0.000259709712948776,0.0112004386063261,0.00924096828876297,"CFLAR/B2M/RGCC/VEGFA/TACSTD2/EGFR/ERBB2/MAGED1/HSPG2/COL4A3/LAMA5/SPARC/CAV1/SEMA5A/COL8A1/CLDN18",16,"3"
"GO:0007044","cell-substrate junction assembly","8/230","75/10170",0.106666666666667,4.71652173913044,4.91387378233372,0.000277301966671776,0.011793036415958,0.00972989356743073,"EPB41L5/PEAK1/FN1/MACF1/DST/VEGFA/LIMCH1/LAMA3",8,"3"
"GO:0060562","epithelial tube morphogenesis","14/230","210/10170",0.0666666666666667,2.94782608695652,4.33850403411988,0.000291462668154449,0.012191135676602,0.0100583470122193,"COL4A1/TGFBR2/PERP/SEMA3E/SPINT2/VEGFA/TACSTD2/SPINT1/MAGED1/LAMA5/CELSR1/FOLR1/NPNT/NKX2-1",14,"3"
"GO:0044057","regulation of system process","16/230","262/10170",0.0610687022900763,2.70029870560903,4.24123874713203,0.000295685511918252,0.012191135676602,0.0100583470122193,"GAS6/DOCK4/ATP1B1/ATP2B4/PTPN1/EMP2/BAIAP2/ADRB2/EGFR/MGLL/AGER/MYRF/SLC1A1/CAV1/AQP1/NPNT",16,"3"
"GO:0001658","branching involved in ureteric bud morphogenesis","5/230","27/10170",0.185185185185185,8.18840579710145,5.68906773480451,0.000304430292961139,0.012191135676602,0.0100583470122193,"VEGFA/TACSTD2/MAGED1/LAMA5/NPNT",5,"3"
"GO:0001913","T cell mediated cytotoxicity","5/230","27/10170",0.185185185185185,8.18840579710145,5.68906773480451,0.000304430292961139,0.012191135676602,0.0100583470122193,"HLA-C/HLA-E/B2M/EMP2/AGER",5,"3"
