,MUC5AC,MUC5B,MUC2,BPIFB1,PIGR,AGR2,CLCA1,TFF3,SCGB1A1,SCGB3A1,SCGB3A2,SLPI,WFDC2,MSMB,VMO1,LCN2,SAA1,SAA2,IL8,CXCL1,CXCL2,DUOX2,DUOXA2,S100A8,S100A9,IFI27,IFITM3,FOS,JUN,ATF3,DUSP1,IER2,HSPA1A,CD74,HLA-DRA,HLA-DRB1,HLA-DPA1,MMP7,PIP,TCN1,CLU,MALAT1,XIST,HBB,HBA2
10,1.4471573,-0.23010297,1.9383658,0.23274854,0.3185023,0.6404822,-0.0403889,-0.32533562,-0.5824588,-0.3415804,-0.010918928,-0.22112925,0.4030809,-1.0182652,0.055796202,1.2520187,1.5284864,0.5834394,-0.18010563,0.42526868,0.23536183,0.4486311,0.81487113,0.45843995,-0.12538496,0.37034497,0.05779044,1.2521688,0.40536994,0.8971349,0.8056655,0.42192924,-0.42259824,0.9841484,0.114255406,0.24010937,0.4800842,-0.17870216,-0.19100866,-0.19963492,-0.28486773,-1.3513942,-0.6278843,-0.21158133,-0.060260985
11,-0.8679086,-0.29802355,-0.3227598,-1.1064712,-1.3175226,-0.77432156,-0.0403889,-0.5736201,-0.52099174,-0.56349117,-0.008886667,-0.6884487,-0.7137921,-0.74334383,-0.8881568,-1.2620704,-0.38956445,-0.33295888,-0.08613416,-0.405487,-0.1650838,-0.3552297,-0.38361752,-0.1171976,0.61594313,0.59464544,-0.3338379,-0.5628681,-0.45820072,-0.2987391,-0.4320897,-0.47768137,-0.13701802,-0.026591638,0.14082418,-0.0657281,-0.25425076,-0.085625,-0.2106855,-0.033758458,-0.5266079,0.75830096,0.44964033,0.006682148,-0.03794295
12,0.21515767,1.3964534,0.57520854,0.8186667,0.20071356,0.552857,0.07166303,1.1135002,0.65552276,0.16156222,-0.0034740204,0.9435965,0.08388889,0.2324212,0.288322,0.06360094,-0.10772118,-0.17458504,-0.1826184,0.3963214,0.123703755,-0.55527705,-0.40328023,-0.43849936,-0.5820103,-0.44538033,-0.14260447,0.13985027,0.2207905,-0.039083507,0.18403137,0.11868106,0.0016830693,-0.2352611,-0.026188852,-0.058917653,0.020095928,0.17843865,-0.17699385,-0.3063035,0.12576313,-0.7322939,0.17891103,-0.11573537,0.32533786
13,0.708712,-0.27807087,-0.28736287,0.82180876,0.6012798,0.11868009,-0.0403889,0.19741459,0.32186463,1.3154536,-0.008334798,0.32632452,0.63629556,0.835105,0.8663986,0.39501747,-0.44620776,-0.38167307,-0.093307145,-0.31905264,-0.20534359,-0.33303413,-0.29118636,-0.3715891,-0.5187264,-0.08690364,0.10926297,-0.67472595,-0.67514944,-0.38576406,-0.62158704,-0.5573384,-0.48039734,0.21197818,-0.40154785,-0.27699357,-0.3973457,-0.04737819,-0.047047857,0.022972083,0.24297595,0.55520874,-0.24898116,0.30306458,-0.1237912
14,-0.016338175,-0.3016727,-0.2500698,0.19579771,0.49235696,0.14308679,-0.0403889,-0.39513904,-0.33259562,-0.15105659,-0.010918928,-0.8726517,-0.8286473,0.49002048,0.39509204,-0.99510765,-0.42732003,-0.3164112,1.5303357,-0.12835501,0.0146250175,0.28765395,0.08877188,-0.28046384,-0.17386256,-0.47443518,-0.52580214,0.7545561,0.79161966,1.580733,0.6733369,0.25417307,-0.41620526,-0.77743804,-0.67528385,-0.49176475,-0.46234894,-0.11828051,0.21740149,-0.02039833,-0.04205367,0.21696334,0.22806554,-0.2687645,-0.17070903
15,-0.5817213,0.6467702,-0.3227598,0.27742144,0.20925674,0.5973456,-0.0403889,0.39633697,1.4628501,-0.008750661,-0.010918928,1.4975528,0.0810859,0.184172,0.74099475,-0.13138664,-0.4494737,-0.3731384,-0.1826184,-0.21047392,-0.18388297,-0.56409264,-0.41008213,-0.49358663,-0.4136993,-0.5037669,-0.24431372,0.85874575,1.3694258,0.24582878,0.7073288,1.0550617,0.54554516,-0.5543022,0.28619555,0.20953742,0.13619843,-0.1687118,-0.23915412,-0.47181875,0.74597234,0.9252727,1.0025597,-0.054646116,0.38831416
16,0.47215307,-0.29261953,0.21420053,0.060159802,0.35389546,0.27678767,-0.022040237,0.4845442,-0.5179805,-0.56049275,-0.010918928,0.53468996,0.10128938,0.26758796,0.0180299,0.33518773,-0.024471974,-0.059392676,-0.18098989,0.12520418,-0.15420993,-0.15404713,-0.17017242,-0.27468017,-0.49403888,-0.07388876,-0.4658015,-0.8099599,-0.72921026,-0.3407599,-0.62922186,-0.6177689,0.05736205,-0.41752794,-0.47407985,-0.45369372,-0.37964457,-0.15328498,-0.11820479,0.10625395,-0.57005006,-1.3542767,0.67572767,-0.25550133,-0.14763433
17,0.10689003,0.81242055,-0.3227598,0.84732705,0.0028257743,1.0391929,-0.0403889,0.33570963,1.8798018,1.888158,-0.010918928,1.1334835,0.84011424,1.0935509,0.7564239,-0.29952914,-0.50184584,-0.4130234,-0.1826184,0.3445066,0.25090495,-0.5694102,-0.41245413,-0.50623435,-0.63986087,-0.68853116,-0.4242828,1.6623194,1.7002724,1.2893037,1.5641774,1.8668296,-0.12709536,-0.950358,-0.45522466,-0.62022394,-0.42405888,0.16464259,-0.22484815,-0.034470312,1.3077403,0.94359416,-0.5999785,-0.25068942,-0.1521177
18,0.12130512,-0.16774608,-0.12744693,0.8702817,0.5964317,-0.31057468,-0.0403889,0.1096201,-0.2329666,1.1833915,-0.010918928,0.33605832,0.6998298,-0.43252861,0.34191704,0.9384121,0.3345919,0.31564122,-0.1826184,-0.022492418,-0.1257422,0.88554746,0.81505656,-0.2741027,-0.04188869,1.6016843,1.83121,-0.35895136,-0.33462197,-0.31780717,-0.19984072,-0.030511381,-0.213287,1.2841477,0.73740005,1.2515323,1.2421497,-0.033635125,-0.044927172,-0.3939042,0.30758783,-1.3738408,-0.63538355,-0.26718858,-0.15871185
19,-0.07319232,2.4344332,-0.3200403,1.0189124,0.11642981,0.32666838,-0.0403889,1.63063,1.5069299,2.2138925,0.15153569,0.5464924,-0.24628125,1.1706281,-0.42894626,0.20946488,0.23273137,0.27191538,2.6423793,1.373539,1.0859109,-0.5599633,-0.40743276,-0.40007272,-0.30333862,-0.6148243,-0.5049493,0.30427006,0.40319726,0.6733508,0.35962594,0.100952275,0.041125443,0.013946384,0.48937887,0.32777715,0.63953334,0.1008502,0.12175181,0.0656952,0.24178445,0.7213712,-0.4832308,0.034536798,0.07763769
20,-0.7814632,0.38262677,-0.30864754,0.2650631,0.45203272,-0.28341118,-0.036305446,-0.36841142,-0.34756818,1.9888648,-0.00041041907,1.3845077,0.81708723,-0.11233434,0.21841022,0.97037417,0.8898955,0.9160017,-0.010191368,-0.33815804,0.025411945,-0.17168272,-0.23061249,-0.018453185,0.4618596,-0.5292982,0.2426953,-0.15442845,-0.112784915,-0.13578166,-0.22283132,-0.1378581,0.16972093,0.07079947,0.1960883,0.3558102,0.102465294,1.837899,2.7733526,1.2117575,2.1424398,0.33341,0.37897983,-0.15990879,-0.022683993
21,-0.60863674,1.3235908,-0.29616213,1.0448388,-0.46932873,-0.21346012,-0.034775686,0.82871085,2.1281712,0.9505674,-0.0021757672,0.73589694,-1.1555282,-0.7345775,-0.08587176,-0.49098796,-0.36891073,-0.33576494,-0.1826184,0.045880213,0.088332154,-0.56085193,-0.41396162,-0.49927446,-0.49620393,-0.8917742,-0.606369,0.6045016,0.7894194,0.06555295,0.66282403,0.4975814,0.076094136,-1.022353,-0.35106114,-0.38842553,-0.3711112,0.38896498,-0.10066901,-0.51167786,0.6771554,0.5714871,0.0475135,-0.19109719,-0.14223127
