"","1","2","3","4","5","6","7"
"GO:0007005",10,0,0,0,0,0,6.24701584315077
"GO:1901293",10,0,0,0,0,0,1.9769722015372
"GO:0098869",5.92278894971994,0,0,0,0,0,2.80939119612076
"GO:0097237",4.99942202684531,0,0,0,0,0,1.88359527515366
"GO:1990748",4.54884235764735,0,0,0,0,0,2.02162639468145
"GO:0006122",4.38994106912497,0,0,0,0,0,3.52894478747122
"GO:0042743",4.38994106912497,0,0,0,0,0,3.18038914923991
"GO:0021762",4.02246841015396,0,0,0,1.58403149985319,0,7.02222576859649
"GO:0030162",3.8078902971721,0,0,0,2.03870474432228,0,0
"GO:0098754",3.75976087010419,0,0,1.36752091374808,0,0,1.64015268261268
"GO:0048857",3.13336650113194,0,0,0,1.32490996867438,0,6.05373911217897
"GO:0097190",2.82406848463162,1.46976494052814,0,0,3.94130275714023,0,0
"GO:0009636",2.7704965404381,0,0,1.55343010174601,0,0,0
"GO:2001242",2.75475760798916,1.45693113237165,0,0,2.47209088956611,0,1.44242691391333
"GO:0030901",2.68109894826576,0,0,0,0,0,5.5082873027097
"GO:2001233",2.59379527285698,1.54272590764847,0,0,2.65951368191629,0,0
"GO:0045862",2.46293106961279,0,0,0,1.64915910434405,0,0
"GO:0006937",2.31704265274962,0,0,0,0,0,2.65086872870943
"GO:1903715",2.24338959389173,0,0,0,0,0,1.86981447395884
"GO:0009611",2.2297407712544,2.50741253746745,4.02185486986639,0,4.44342107259832,0,1.75518341016229
"GO:0032409",2.18776644717526,2.21928924292548,0,0,0,0,0
"GO:0052547",2.09263122564307,0,0,0,3.24647631473675,0,0
"GO:0097193",2.07445246817684,1.56336828257402,0,0,3.63737399062641,0,0
"GO:0070527",2.05358463960715,3.52802909051101,0,0,0,0,1.95082570785153
"GO:0002082",2.01058263303984,0,0,0,0,0,1.48660890419869
"GO:0140238",2.00441631326724,1.79791966888908,0,0,0,0,2.76016810138767
"GO:0022898",1.95621114690046,2.42191414649,0,0,0,0,0
"GO:0051051",1.91123883235208,0,0,0,0,0,1.95082570785153
"GO:0070972",1.90286130092314,0,0,1.40790729285607,0,0,1.36385691955958
"GO:0019725",1.86467224860749,0,0,1.57394680387311,0,0,0
"GO:0010952",1.84287839244818,0,0,0,2.1789147119437,0,0
"GO:0086064",1.79803889032969,0,0,1.40790729285607,0,0,0
"GO:0061136",1.78316161776971,0,0,0,1.31231914071518,0,0
"GO:0042060",1.72719843076133,3.29682795132665,3.76561271028457,0,2.31463216651721,0,1.86698122618188
"GO:0043269",1.67868299149391,1.91895213452852,0,0,0,0,0
"GO:0043270",1.67444956794458,1.65781325232421,0,0,0,0,0
"GO:0072657",1.66926921444515,3.29682795132665,0,0,0,0,0
"GO:0034765",1.64147572114208,1.32746329272964,0,0,0,0,0
"GO:2001234",1.63619432412295,2.50986961294714,0,0,2.47209088956611,0,0
"GO:2001244",1.62864352949611,0,0,0,0,0,1.45902968241208
"GO:0045454",1.61991289277008,0,0,0,0,0,1.32909841293688
"GO:0032412",1.61991289277008,2.00505796610314,0,0,0,0,0
"GO:0048144",1.5609797545803,0,0,0,0,0,1.57505700814293
"GO:0007596",1.5609797545803,2.28108978400323,0,0,0,0,0
"GO:0006936",1.53501087999459,0,0,0,0,0,1.52381934815334
"GO:0007599",1.52904152026651,2.23883455082867,0,0,0,0,0
"GO:0050817",1.52904152026651,2.23883455082867,0,0,0,0,0
"GO:0031639",1.52904152026651,1.31128211262351,0,0,0,0,0
"GO:0051014",1.52904152026651,2.89225051979954,0,0,0,0,0
"GO:1900037",1.52904152026651,1.31128211262351,0,0,0,0,0
"GO:0030003",1.50680605524062,0,0,1.43202725588333,0,0,0
"GO:0034109",1.50407219170584,3.45563149313857,0,0,0,0,1.41804372585828
"GO:0034767",1.50407219170584,1.76826611795167,0,0,0,0,0
"GO:0055080",1.46632286273264,0,0,1.61230430789316,0,0,0
"GO:0019058",1.46573577991003,2.05092133167109,0,1.87656538927795,2.21415737260561,0,0
"GO:0006873",1.45582631329729,0,0,1.41477634615341,0,0,0
"GO:0050801",1.44596267739252,0,0,1.61230430789316,0,0,0
"GO:0060047",1.4320927320229,0,0,0,0,0,1.58310649832618
"GO:0044788",1.41780568366505,2.07914303394782,0,0,0,0,0
"GO:0016032",1.41780568366505,2.00505796610314,0,0,2.21415737260561,0,0
"GO:1900242",1.37567162515925,0,0,0,0,0,2.54859562349791
"GO:1903050",1.33673772371758,0,0,0,1.41245704630263,0,0
"GO:0061061",0,9.44881350543015,0,0,4.11107786743474,0,0
"GO:0030036",0,9.09663289959203,0,0,0,0,2.00142129400182
"GO:0030239",0,5.54230599661416,0,0,0,0,1.36472156093313
"GO:0007015",0,5.00432928293884,0,0,0,0,1.9769722015372
"GO:0055002",0,4.60591903626056,0,0,0,0,1.47952049820154
"GO:0031032",0,4.57396919754146,0,0,0,0,1.44242691391333
"GO:0010810",0,4.42594794668611,6.44435370373865,0,0,1.45190875651392,0
"GO:0031589",0,4.19831645459953,6.69838582237458,0,0,0,0
"GO:0002181",0,4.16166954431339,0,2.21626570136593,0,0,2.85590718165447
"GO:0030155",0,3.75371394470513,10,0,0,0,0
"GO:0032970",0,3.72098134870761,1.73770195090705,0,0,0,0
"GO:0007517",0,3.66998851027715,0,0,2.56905966569181,0,0
"GO:0030855",0,3.46055215511616,0,0,2.47209088956611,0,0
"GO:0032956",0,3.35342619046873,1.40756721328787,0,0,0,0
"GO:0150115",0,3.31260091064162,1.78377852900219,0,0,0,0
"GO:0034330",0,3.12981176456719,8.0602226044626,0,0,2.97858804926932,0
"GO:0110053",0,3.12981176456719,0,0,0,0,1.54827334963497
"GO:0007044",0,3.02265743270485,1.92837436039138,0,0,0,0
"GO:0007160",0,2.93909170641532,2.6027239693645,0,0,0,0
"GO:0045596",0,2.87153628406008,0,0,3.7147330214676,0,0
"GO:0001944",0,2.86230111396104,5.5472876357478,0,7.83625271815436,0,0
"GO:0001568",0,2.84277637833388,4.99920679207233,0,7.82016933995385,0,0
"GO:1990778",0,2.83952407232943,2.21150278230821,0,0,0,0
"GO:0050878",0,2.82338856853233,3.02301403853556,0,0,0,0
"GO:0071456",0,2.81745476595519,0,0,1.31231914071518,0,0
"GO:1902903",0,2.81304374764525,0,0,0,0,1.36472156093313
"GO:0034329",0,2.76787991471994,3.98195554503857,0,0,2.35313872155303,0
"GO:0001570",0,2.74076810041191,1.58061102722613,0,0,0,0
"GO:0030856",0,2.72710048374331,0,0,1.5502337314404,0,0
"GO:1901888",0,2.7037750244207,1.58128064745594,0,0,0,0
"GO:0001952",0,2.70331575395291,1.72647344757189,0,0,0,0
"GO:0048514",0,2.69703149495048,4.73915341146859,0,7.29614805317708,0,0
"GO:1990138",0,2.64346534351818,1.35718339647672,0,0,0,0
"GO:0032386",0,2.5665448076008,0,0,0,0,1.78340188758479
"GO:0120039",0,2.53333657599971,1.81583624957868,0,0,0,0
"GO:0048858",0,2.50733761519103,1.78695897506144,0,0,0,0
"GO:2000147",0,2.45040297995756,5.88803449561081,0,2.52404576778228,0,0
"GO:0048729",0,2.4405909212783,2.63541734347743,0,0,0,0
"GO:0040017",0,2.40847208461003,5.83119011896124,0,2.48265159145884,0,0
"GO:0048812",0,2.39895289371772,1.70765617358423,0,0,1.38968974228356,0
"GO:0036293",0,2.28108978400323,0,0,1.60750007985247,0,0
"GO:0051248",0,2.22602093330237,0,0,2.74238120966001,0,0
"GO:0010811",0,2.21928924292548,4.10350375522406,0,0,0,0
"GO:0070848",0,2.16205564098111,2.06047452433145,0,4.79140762969885,0,0
"GO:0060560",0,2.15561136769347,1.78736311145999,0,0,0,0
"GO:0030048",0,2.07965190807274,2.04373242629121,0,0,1.44658812357014,0
"GO:0033002",0,2.07965190807274,0,0,1.75448305743111,0,0
"GO:0001666",0,2.06542605606413,0,0,1.71844004774669,0,0
"GO:0045765",0,2.05389980914436,2.53430387079242,0,2.00460055857851,0,0
"GO:0001837",0,2.05389980914436,2.04373242629121,0,0,0,0
"GO:0022604",0,2.04378990536324,1.43121230428364,0,0,1.47492775233935,0
"GO:0061326",0,2.03014921125846,1.95654195385342,0,0,0,0
"GO:0001525",0,2.03014921125846,4.24271509916152,0,6.48958510016828,0,0
"GO:0070482",0,2.0081609180186,0,0,1.7904125239102,0,0
"GO:1901342",0,1.99461475798232,2.98304764760994,0,1.95617548325952,0,0
"GO:0016049",0,1.98015116637556,1.33520953742521,0,1.55448532271522,0,0
"GO:0030335",0,1.94211653136963,4.57562905610925,0,2.24955334335949,0,0
"GO:0034446",0,1.94107737000979,1.50163883025981,0,0,0,0
"GO:0016525",0,1.91950714080369,1.87748230014706,0,0,0,0
"GO:2000181",0,1.91950714080369,1.87748230014706,0,0,0,0
"GO:0001704",0,1.91895213452852,2.4086655040403,0,0,0,0
"GO:0061333",0,1.91895213452852,1.85925230470627,0,0,0,0
"GO:0002009",0,1.88967619658185,2.74712364697775,0,0,0,0
"GO:1901343",0,1.88967619658185,1.85824230315814,0,0,0,0
"GO:0048588",0,1.84443772286863,1.55882505406729,0,0,0,0
"GO:0007519",0,1.84286523412113,0,0,1.76822259649768,0,0
"GO:0034314",0,1.84252555910984,0,0,0,0,1.51501701667724
"GO:0044057",0,1.81399120893975,1.91395583539001,0,0,0,0
"GO:0071363",0,1.81334160706977,2.2638666502272,0,4.11107786743474,0,0
"GO:0035987",0,1.79791966888908,2.40787121534769,0,0,0,0
"GO:0043534",0,1.78189023371545,0,0,1.58989886251761,0,0
"GO:0008015",0,1.76826611795167,2.16672972770165,0,0,0,0
"GO:0048589",0,1.72365752875175,1.66924255821281,0,0,0,0
"GO:0072009",0,1.70093312386926,1.72657145248348,0,0,0,0
"GO:0097581",0,1.70093312386926,0,0,0,0,1.36385691955958
"GO:0072006",0,1.70093312386926,3.44449793239727,0,0,0,0
"GO:0007162",0,1.68702006659445,3.05132747992174,0,0,0,0
"GO:0060538",0,1.68702006659445,0,0,1.64687967304753,0,0
"GO:0003013",0,1.6865294943286,2.46529627307486,0,0,0,0
"GO:1900151",0,1.68083356730067,0,0,1.40272189835508,0,0
"GO:2001243",0,1.65781325232421,0,0,2.00460055857851,0,0
"GO:0007229",0,1.61935260756999,2.07132777214905,0,0,0,0
"GO:0043542",0,1.61913910790282,0,0,1.4420364675811,0,0
"GO:0001706",0,1.61819825889247,2.9980546873844,0,0,0,0
"GO:0072080",0,1.59430134921957,1.59362224635194,0,0,0,0
"GO:0048762",0,1.55487229184313,4.04559457138907,0,0,0,0
"GO:0071364",0,1.53384750136702,0,0,1.49127657087414,0,0
"GO:0060284",0,1.51257004355665,0,0,4.11107786743474,0,0
"GO:0044403",0,1.49198874853812,0,0,0,0,1.51501701667724
"GO:0072078",0,1.47137981552541,1.47985316694124,0,0,0,0
"GO:0050678",0,1.47137981552541,1.87414312411131,0,0,0,0
"GO:1902905",0,1.47137981552541,0,0,0,0,1.51501701667724
"GO:0030198",0,1.46976494052814,8.72321318218779,0,0,0,0
"GO:0043062",0,1.46976494052814,8.72321318218779,0,0,0,0
"GO:0060485",0,1.46976494052814,3.76561271028457,0,0,0,0
"GO:0045229",0,1.46555906593387,8.72321318218779,0,0,0,0
"GO:0070849",0,1.42812143836123,0,0,1.37830130844587,0,0
"GO:0072088",0,1.42812143836123,1.41748645133346,0,0,0,0
"GO:0048488",0,1.42812143836123,0,0,0,0,1.56615755118327
"GO:0007369",0,1.42812143836123,1.82994461098841,0,0,0,0
"GO:0090257",0,1.40752466097227,0,0,0,0,1.41189151283758
"GO:1901699",0,1.40752466097227,1.58061102722613,0,0,0,0
"GO:0071711",0,1.40752466097227,1.95654195385342,0,0,0,0
"GO:0042246",0,1.40752466097227,0,0,1.35210615568216,0,0
"GO:0072028",0,1.40752466097227,1.39215932051939,0,0,0,0
"GO:0030216",0,1.40752466097227,0,0,2.15325717223251,0,0
"GO:0043588",0,1.38546017776938,0,0,1.60188467837243,0,0
"GO:0140467",0,1.37716516152365,0,0,5.46153025526149,0,0
"GO:0001658",0,1.37443491201751,1.91395583539001,0,0,0,0
"GO:1902305",0,1.37443491201751,1.33520953742521,0,0,0,0
"GO:0045785",0,1.37167972956571,5.74439771786163,0,0,0,0
"GO:0050808",0,1.35485992785317,4.05564598902598,0,0,1.56212480135954,0
"GO:0044092",0,1.35364386665538,0,0,1.55714446706933,0,0
"GO:0051338",0,1.35261500285066,0,0,1.36981980218622,0,0
"GO:0048754",0,1.3227522341475,2.76041474583966,0,0,0,0
"GO:0050673",0,1.31376075723099,1.9507649701354,0,1.79310168770585,0,0
"GO:0051962",0,1.31376075723099,1.35718339647672,0,0,0,0
"GO:0007009",0,1.31128211262351,1.33520953742521,0,0,0,0
"GO:0072073",0,1.31128211262351,1.31222789883809,0,0,0,0
"GO:0045927",0,1.31128211262351,2.43575232663075,0,0,0,0
"GO:1901654",0,1.30678900958241,1.33520953742521,0,2.66882531463942,0,0
"GO:0140962",0,0,3.34591829316549,1.57688892816722,0,0,0
"GO:0072577",0,0,2.06797675496858,0,2.15325717223251,0,0
"GO:0001913",0,0,1.91395583539001,3.06701248901575,0,0,0
"GO:0031341",0,0,1.82994461098841,1.40790729285607,0,0,0
"GO:0001906",0,0,1.75380991289594,1.53634938650568,0,0,0
"GO:2000351",0,0,1.72657145248348,0,2.34157886817535,0,0
"GO:0001914",0,0,1.63260864011378,2.56669483522458,0,0,0
"GO:0042044",0,0,1.63260864011378,1.61230430789316,0,0,0
"GO:0070633",0,0,1.58061102722613,0,1.35594771659714,0,0
"GO:0002475",0,0,1.58061102722613,1.49638988761442,0,0,0
"GO:0002456",0,0,1.57275179736175,1.61634085618697,0,0,0
"GO:0055082",0,0,1.56466154078877,1.57688892816722,0,0,0
"GO:0002474",0,0,1.45526182814004,1.43294640395857,0,0,0
"GO:0001910",0,0,1.45087143115046,1.4835575722197,0,0,0
"GO:0001912",0,0,1.41343553890338,2.16445101628977,0,0,0
"GO:0031343",0,0,1.37022077570654,2.11269122490935,0,0,0
"GO:0071384",0,0,1.35718339647672,0,2.62361176163903,0,0
"GO:0006935",0,0,1.33520953742521,0,1.31231914071518,0,0
"GO:0042330",0,0,1.33520953742521,0,1.31231914071518,0,0
"GO:0009617",0,0,0,4.20661573358926,1.97947451446972,0,0
"GO:0002250",0,0,0,2.24521031980869,1.81989187651948,0,0
"GO:0034341",0,0,0,1.41477634615341,1.98372562520614,0,0
"GO:0002699",0,0,0,1.40790729285607,1.55448532271522,0,0
"GO:0019079",0,0,0,1.33796472311457,1.38659546920126,0,0
"GO:0009595",0,0,0,1.33796472311457,1.76857819613607,0,0
"GO:0006954",0,0,0,1.33796472311457,2.02544846564743,0,0
"GO:0050684",0,0,0,0,2.08635733803044,3.52205198078258,0
"GO:1903311",0,0,0,0,2.00460055857851,2.97858804926932,0
"GO:0048024",0,0,0,0,1.97428672685362,3.4631568599998,0
"GO:0043484",0,0,0,0,1.79159861242308,6.21969450027899,0
