src,dst,edge_type,weight
ClusterA,GENE98,cluster_expr,2.4821321964263916
ClusterA,GENE99,cluster_expr,2.573171615600586
ClusterA,GENE100,cluster_expr,2.528139352798462
ClusterA,GENE101,cluster_expr,2.403010606765747
ClusterA,GENE102,cluster_expr,2.480398178100586
ClusterA,GENE103,cluster_expr,2.6396703720092773
ClusterA,GENE104,cluster_expr,2.5120937824249268
ClusterA,GENE105,cluster_expr,2.5717689990997314
ClusterA,GENE106,cluster_expr,2.812368154525757
ClusterA,GENE107,cluster_expr,2.6199114322662354
ClusterA,GENE108,cluster_expr,2.687915325164795
ClusterA,GENE109,cluster_expr,2.659346103668213
ClusterA,GENE110,cluster_expr,2.7132582664489746
ClusterA,GENE111,cluster_expr,2.4954097270965576
ClusterA,GENE112,cluster_expr,2.5075719356536865
ClusterA,GENE113,cluster_expr,2.5232131481170654
ClusterA,GENE114,cluster_expr,2.5270800590515137
ClusterA,GENE115,cluster_expr,2.4381227493286133
ClusterA,GENE116,cluster_expr,2.739891290664673
ClusterA,GENE117,cluster_expr,2.557488203048706
ClusterA,GENE118,cluster_expr,2.558356761932373
ClusterA,GENE119,cluster_expr,2.315345525741577
ClusterA,GENE120,cluster_expr,2.5959744453430176
ClusterA,GENE121,cluster_expr,2.504964828491211
ClusterA,GENE122,cluster_expr,2.5279722213745117
ClusterA,GENE123,cluster_expr,2.797422409057617
ClusterA,GENE124,cluster_expr,2.4979195594787598
ClusterA,GENE125,cluster_expr,2.3879294395446777
ClusterA,GENE126,cluster_expr,2.686728000640869
ClusterA,GENE127,cluster_expr,2.515568733215332
ClusterA,GENE128,cluster_expr,2.609802484512329
ClusterA,GENE129,cluster_expr,2.5545308589935303
ClusterA,GENE130,cluster_expr,2.7180652618408203
ClusterA,GENE131,cluster_expr,2.5770111083984375
ClusterA,GENE132,cluster_expr,2.4567551612854004
ClusterA,GENE133,cluster_expr,2.532867193222046
ClusterA,GENE134,cluster_expr,2.54622745513916
ClusterA,GENE135,cluster_expr,2.5873196125030518
ClusterA,GENE136,cluster_expr,2.6104750633239746
ClusterA,GENE137,cluster_expr,2.422488212585449
ClusterA,GENE138,cluster_expr,2.5181031227111816
ClusterA,GENE139,cluster_expr,2.4775230884552
ClusterA,GENE140,cluster_expr,2.4047908782958984
ClusterA,GENE141,cluster_expr,2.4507994651794434
ClusterA,GENE142,cluster_expr,2.408257246017456
ClusterA,GENE143,cluster_expr,2.503331422805786
ClusterA,GENE144,cluster_expr,2.5713729858398438
ClusterA,GENE145,cluster_expr,2.4504833221435547
ClusterA,GENE146,cluster_expr,2.6739470958709717
ClusterA,GENE147,cluster_expr,2.5418100357055664
ClusterA,GENE148,cluster_expr,2.4052271842956543
ClusterA,GENE149,cluster_expr,2.333299160003662
ClusterA,GENE150,cluster_expr,2.6168875694274902
ClusterA,GENE151,cluster_expr,2.6365697383880615
ClusterA,GENE152,cluster_expr,2.4819893836975098
ClusterA,GENE153,cluster_expr,2.2317779064178467
ClusterA,GENE154,cluster_expr,2.618684768676758
ClusterA,GENE155,cluster_expr,2.712286949157715
ClusterA,GENE156,cluster_expr,2.5697226524353027
ClusterA,GENE157,cluster_expr,2.5424389839172363
ClusterA,GENE158,cluster_expr,2.7050206661224365
ClusterA,GENE159,cluster_expr,2.2874436378479004
ClusterA,GENE160,cluster_expr,2.619994878768921
ClusterA,GENE161,cluster_expr,2.485464096069336
ClusterA,GENE162,cluster_expr,2.4043729305267334
ClusterA,GENE163,cluster_expr,2.395873785018921
ClusterA,GENE164,cluster_expr,2.3963820934295654
ClusterA,GENE165,cluster_expr,2.5832901000976562
ClusterA,GENE166,cluster_expr,2.5392861366271973
ClusterA,GENE167,cluster_expr,2.7528631687164307
ClusterA,GENE168,cluster_expr,2.5527167320251465
ClusterA,GENE169,cluster_expr,2.615537405014038
ClusterA,GENE170,cluster_expr,2.6061830520629883
ClusterA,GENE171,cluster_expr,2.620361328125
ClusterA,GENE172,cluster_expr,2.3528800010681152
ClusterA,GENE173,cluster_expr,2.586409091949463
ClusterA,GENE174,cluster_expr,2.3830618858337402
ClusterA,GENE175,cluster_expr,2.4181010723114014
ClusterA,GENE176,cluster_expr,2.607572317123413
ClusterA,GENE177,cluster_expr,2.428797721862793
ClusterA,GENE178,cluster_expr,2.498905658721924
ClusterA,GENE179,cluster_expr,2.493769407272339
ClusterA,GENE180,cluster_expr,2.5463385581970215
ClusterA,GENE181,cluster_expr,2.449892997741699
ClusterA,GENE182,cluster_expr,2.5312623977661133
ClusterA,GENE183,cluster_expr,2.621016263961792
ClusterA,GENE184,cluster_expr,2.7447502613067627
ClusterA,GENE185,cluster_expr,2.3687753677368164
ClusterA,GENE186,cluster_expr,2.5765914916992188
ClusterA,GENE187,cluster_expr,2.496018171310425
ClusterA,GENE188,cluster_expr,2.528409481048584
ClusterA,GENE189,cluster_expr,2.5468027591705322
ClusterA,GENE190,cluster_expr,2.586667776107788
ClusterA,GENE191,cluster_expr,2.3232908248901367
ClusterA,GENE192,cluster_expr,2.518095016479492
ClusterA,GENE193,cluster_expr,2.601651191711426
ClusterA,GENE194,cluster_expr,2.5190508365631104
ClusterA,GENE195,cluster_expr,2.436450719833374
ClusterA,GENE196,cluster_expr,2.4763529300689697
ClusterA,GENE197,cluster_expr,2.7018544673919678
ClusterA,GENE198,cluster_expr,2.5919911861419678
ClusterA,GENE199,cluster_expr,2.57173228263855
ClusterA,GENE200,cluster_expr,2.655726909637451
ClusterA,GENE201,cluster_expr,2.531341791152954
ClusterA,GENE202,cluster_expr,2.4987573623657227
ClusterA,GENE203,cluster_expr,2.637474775314331
ClusterA,GENE204,cluster_expr,2.666841983795166
ClusterA,GENE205,cluster_expr,2.6334176063537598
ClusterA,GENE206,cluster_expr,2.616807460784912
ClusterA,GENE207,cluster_expr,2.5576350688934326
ClusterA,GENE208,cluster_expr,2.4352965354919434
ClusterA,GENE209,cluster_expr,2.686580181121826
ClusterA,GENE210,cluster_expr,2.6315407752990723
ClusterA,GENE211,cluster_expr,2.5888583660125732
ClusterA,GENE212,cluster_expr,2.5875747203826904
ClusterA,GENE213,cluster_expr,2.572587490081787
ClusterA,GENE214,cluster_expr,2.474848747253418
ClusterA,GENE215,cluster_expr,2.532999038696289
ClusterA,GENE216,cluster_expr,2.7601568698883057
ClusterA,GENE217,cluster_expr,2.6658730506896973
ClusterA,GENE218,cluster_expr,2.5915029048919678
ClusterA,GENE219,cluster_expr,2.519320249557495
ClusterA,GENE220,cluster_expr,2.5869171619415283
ClusterA,GENE221,cluster_expr,2.6618597507476807
ClusterA,GENE222,cluster_expr,2.518979549407959
ClusterA,GENE223,cluster_expr,2.532559871673584
ClusterA,GENE224,cluster_expr,2.470128297805786
ClusterA,GENE225,cluster_expr,2.5965938568115234
ClusterA,GENE226,cluster_expr,2.6580865383148193
ClusterA,GENE227,cluster_expr,2.604437828063965
ClusterA,GENE228,cluster_expr,2.569592237472534
ClusterA,GENE229,cluster_expr,2.547341823577881
ClusterA,GENE230,cluster_expr,2.3656747341156006
ClusterA,GENE231,cluster_expr,2.7646374702453613
ClusterA,GENE232,cluster_expr,2.661428928375244
ClusterA,GENE233,cluster_expr,2.612178325653076
ClusterA,GENE234,cluster_expr,2.6268510818481445
ClusterA,GENE235,cluster_expr,2.2463061809539795
ClusterA,GENE236,cluster_expr,2.4340219497680664
ClusterA,GENE237,cluster_expr,2.5803823471069336
ClusterA,GENE238,cluster_expr,2.387732744216919
ClusterA,GENE239,cluster_expr,2.483144760131836
ClusterA,GENE240,cluster_expr,2.5361783504486084
ClusterA,GENE241,cluster_expr,2.480360984802246
ClusterA,GENE242,cluster_expr,2.4664244651794434
ClusterA,GENE243,cluster_expr,2.562814712524414
ClusterA,GENE244,cluster_expr,2.613992691040039
ClusterA,GENE245,cluster_expr,2.6118884086608887
ClusterA,GENE246,cluster_expr,2.639477491378784
ClusterA,GENE247,cluster_expr,2.628657817840576
ClusterA,GENE248,cluster_expr,2.5517494678497314
ClusterA,GENE249,cluster_expr,2.774562358856201
ClusterA,GENE250,cluster_expr,2.4436872005462646
ClusterA,GENE251,cluster_expr,2.5522267818450928
ClusterA,GENE252,cluster_expr,2.7531332969665527
ClusterA,GENE253,cluster_expr,2.550891637802124
ClusterA,GENE254,cluster_expr,2.4947729110717773
ClusterA,GENE255,cluster_expr,2.430590867996216
ClusterA,GENE256,cluster_expr,2.6686055660247803
ClusterA,GENE257,cluster_expr,2.7104408740997314
ClusterA,GENE258,cluster_expr,2.65107798576355
ClusterA,GENE259,cluster_expr,2.574436664581299
ClusterA,GENE260,cluster_expr,2.639195203781128
ClusterA,GENE261,cluster_expr,2.5893139839172363
ClusterA,GENE262,cluster_expr,2.50272798538208
ClusterA,GENE263,cluster_expr,2.553375005722046
ClusterA,GENE264,cluster_expr,2.639538288116455
ClusterA,GENE265,cluster_expr,2.6602935791015625
ClusterA,GENE266,cluster_expr,2.472036838531494
ClusterA,GENE267,cluster_expr,2.36357045173645
ClusterA,GENE268,cluster_expr,2.336625576019287
ClusterA,GENE269,cluster_expr,2.6498355865478516
ClusterA,GENE270,cluster_expr,2.595349073410034
ClusterA,GENE271,cluster_expr,2.6079421043395996
ClusterA,GENE272,cluster_expr,2.597658395767212
ClusterA,GENE273,cluster_expr,2.5444839000701904
ClusterA,GENE274,cluster_expr,2.781435966491699
ClusterA,GENE275,cluster_expr,2.471694231033325
ClusterA,GENE276,cluster_expr,2.684272527694702
ClusterA,GENE277,cluster_expr,2.637984275817871
ClusterA,GENE278,cluster_expr,2.6214046478271484
ClusterA,GENE279,cluster_expr,2.5770761966705322
ClusterA,GENE280,cluster_expr,2.555854082107544
ClusterA,GENE281,cluster_expr,2.5058820247650146
ClusterA,GENE282,cluster_expr,2.384594440460205
ClusterA,GENE283,cluster_expr,2.50666880607605
ClusterA,GENE284,cluster_expr,2.574489116668701
ClusterA,GENE285,cluster_expr,2.5213985443115234
ClusterA,GENE286,cluster_expr,2.6837644577026367
ClusterA,GENE287,cluster_expr,2.425489664077759
ClusterA,GENE288,cluster_expr,2.497992515563965
ClusterA,GENE289,cluster_expr,2.5914623737335205
ClusterA,GENE290,cluster_expr,2.655332565307617
ClusterA,GENE291,cluster_expr,2.5716660022735596
ClusterA,GENE292,cluster_expr,2.633219003677368
ClusterA,GENE293,cluster_expr,2.7165186405181885
ClusterA,GENE294,cluster_expr,2.5206170082092285
ClusterA,GENE295,cluster_expr,2.5742597579956055
ClusterA,GENE296,cluster_expr,2.486466407775879
ClusterA,GENE297,cluster_expr,2.6572394371032715
ClusterA,GENE298,cluster_expr,2.57741641998291
ClusterA,GENE299,cluster_expr,2.513061761856079
ClusterB,GENE0,cluster_expr,3.578047752380371
ClusterB,GENE1,cluster_expr,3.7236785888671875
ClusterB,GENE2,cluster_expr,3.644401788711548
ClusterB,GENE3,cluster_expr,3.705688714981079
ClusterB,GENE4,cluster_expr,3.7094204425811768
ClusterB,GENE5,cluster_expr,3.645376205444336
ClusterB,GENE6,cluster_expr,3.569974660873413
ClusterB,GENE7,cluster_expr,3.592867851257324
ClusterB,GENE8,cluster_expr,3.657421827316284
ClusterB,GENE9,cluster_expr,3.6703033447265625
ClusterB,GENE10,cluster_expr,3.6815130710601807
ClusterB,GENE11,cluster_expr,3.612647294998169
ClusterB,GENE12,cluster_expr,3.513010263442993
ClusterB,GENE13,cluster_expr,3.685121774673462
ClusterB,GENE14,cluster_expr,3.566145896911621
ClusterB,GENE15,cluster_expr,3.708542823791504
ClusterB,GENE16,cluster_expr,3.622915029525757
ClusterB,GENE17,cluster_expr,3.540754795074463
ClusterB,GENE18,cluster_expr,3.7419614791870117
ClusterB,GENE19,cluster_expr,3.615880012512207
ClusterB,GENE20,cluster_expr,3.7193708419799805
ClusterB,GENE21,cluster_expr,3.5208303928375244
ClusterB,GENE22,cluster_expr,3.6247408390045166
ClusterB,GENE23,cluster_expr,3.541430711746216
ClusterB,GENE24,cluster_expr,3.534076452255249
ClusterB,GENE25,cluster_expr,3.5207533836364746
ClusterB,GENE26,cluster_expr,3.644235134124756
ClusterB,GENE27,cluster_expr,3.478135108947754
ClusterB,GENE28,cluster_expr,3.663764715194702
ClusterB,GENE29,cluster_expr,3.7103829383850098
ClusterB,GENE30,cluster_expr,2.786949396133423
ClusterB,GENE31,cluster_expr,2.6159932613372803
ClusterB,GENE32,cluster_expr,2.595341444015503
ClusterB,GENE33,cluster_expr,2.7073442935943604
ClusterB,GENE34,cluster_expr,2.622076988220215
ClusterB,GENE35,cluster_expr,2.5543439388275146
ClusterB,GENE36,cluster_expr,2.683650016784668
ClusterB,GENE37,cluster_expr,2.596038818359375
ClusterB,GENE38,cluster_expr,2.5180282592773438
ClusterB,GENE39,cluster_expr,2.504129409790039
ClusterB,GENE40,cluster_expr,2.6832196712493896
ClusterB,GENE41,cluster_expr,2.766566276550293
ClusterB,GENE42,cluster_expr,2.689279794692993
ClusterB,GENE43,cluster_expr,2.6717417240142822
ClusterB,GENE44,cluster_expr,2.6890430450439453
ClusterB,GENE45,cluster_expr,2.8443679809570312
ClusterB,GENE46,cluster_expr,2.7332241535186768
ClusterB,GENE47,cluster_expr,2.436750888824463
ClusterB,GENE48,cluster_expr,2.742335319519043
ClusterB,GENE49,cluster_expr,2.6236298084259033
ClusterB,GENE50,cluster_expr,2.6997056007385254
ClusterB,GENE51,cluster_expr,2.5802907943725586
ClusterB,GENE52,cluster_expr,2.694506883621216
ClusterB,GENE53,cluster_expr,2.671525001525879
ClusterB,GENE54,cluster_expr,2.6824746131896973
ClusterB,GENE55,cluster_expr,2.673696279525757
ClusterB,GENE56,cluster_expr,2.7396185398101807
ClusterB,GENE57,cluster_expr,2.6081366539001465
ClusterB,GENE58,cluster_expr,2.79184627532959
ClusterB,GENE59,cluster_expr,2.5234215259552
ClusterB,GENE60,cluster_expr,2.5539379119873047
ClusterB,GENE61,cluster_expr,2.5596697330474854
ClusterB,GENE62,cluster_expr,2.3257744312286377
ClusterB,GENE63,cluster_expr,2.6409356594085693
ClusterB,GENE64,cluster_expr,2.4805352687835693
ClusterB,GENE65,cluster_expr,2.703529119491577
ClusterB,GENE66,cluster_expr,2.8355538845062256
ClusterB,GENE67,cluster_expr,2.7334635257720947
ClusterB,GENE68,cluster_expr,2.644491672515869
ClusterB,GENE69,cluster_expr,2.535727024078369
ClusterB,GENE70,cluster_expr,2.6371896266937256
ClusterB,GENE71,cluster_expr,2.4851808547973633
ClusterB,GENE72,cluster_expr,2.6951558589935303
ClusterB,GENE73,cluster_expr,2.7527341842651367
ClusterB,GENE74,cluster_expr,2.654384136199951
ClusterB,GENE75,cluster_expr,2.631991386413574
ClusterB,GENE76,cluster_expr,2.7389254570007324
ClusterB,GENE77,cluster_expr,2.545480251312256
ClusterB,GENE78,cluster_expr,2.505340099334717
ClusterB,GENE79,cluster_expr,2.7287802696228027
ClusterB,GENE80,cluster_expr,2.560025691986084
ClusterB,GENE81,cluster_expr,2.5569887161254883
ClusterB,GENE82,cluster_expr,2.696425199508667
ClusterB,GENE83,cluster_expr,2.528578996658325
ClusterB,GENE84,cluster_expr,2.61224365234375
ClusterB,GENE85,cluster_expr,2.49530029296875
ClusterB,GENE86,cluster_expr,2.4135100841522217
ClusterB,GENE87,cluster_expr,2.754234552383423
ClusterB,GENE88,cluster_expr,2.6194117069244385
ClusterB,GENE89,cluster_expr,2.639974355697632
ClusterB,GENE90,cluster_expr,2.5832149982452393
ClusterB,GENE91,cluster_expr,2.600048542022705
ClusterB,GENE92,cluster_expr,2.657263994216919
ClusterB,GENE93,cluster_expr,2.6655073165893555
ClusterB,GENE94,cluster_expr,2.9010169506073
ClusterB,GENE95,cluster_expr,2.4876465797424316
ClusterB,GENE96,cluster_expr,2.52919864654541
ClusterB,GENE97,cluster_expr,2.7823855876922607
ClusterB,GENE98,cluster_expr,2.8928143978118896
ClusterB,GENE99,cluster_expr,2.6946723461151123
ClusterB,GENE100,cluster_expr,2.774181842803955
ClusterB,GENE101,cluster_expr,2.5614938735961914
ClusterB,GENE102,cluster_expr,2.538102149963379
ClusterB,GENE103,cluster_expr,2.6082236766815186
ClusterB,GENE104,cluster_expr,2.4690041542053223
ClusterB,GENE105,cluster_expr,2.495333194732666
ClusterB,GENE106,cluster_expr,2.5662620067596436
ClusterB,GENE107,cluster_expr,2.692221164703369
ClusterB,GENE108,cluster_expr,2.671635627746582
ClusterB,GENE109,cluster_expr,2.8842933177948
ClusterB,GENE110,cluster_expr,2.5742533206939697
ClusterB,GENE111,cluster_expr,2.705620765686035
ClusterB,GENE112,cluster_expr,2.561314344406128
ClusterB,GENE113,cluster_expr,2.6938259601593018
ClusterB,GENE114,cluster_expr,2.7309417724609375
ClusterB,GENE115,cluster_expr,2.464766025543213
ClusterB,GENE116,cluster_expr,2.6188504695892334
ClusterB,GENE117,cluster_expr,2.6134512424468994
ClusterB,GENE118,cluster_expr,2.748800754547119
ClusterB,GENE119,cluster_expr,2.5468459129333496
ClusterB,GENE120,cluster_expr,2.538205623626709
ClusterB,GENE121,cluster_expr,2.58284068107605
ClusterB,GENE122,cluster_expr,2.7255563735961914
ClusterB,GENE123,cluster_expr,2.3893847465515137
ClusterB,GENE124,cluster_expr,2.753047466278076
ClusterB,GENE125,cluster_expr,2.534674882888794
ClusterB,GENE126,cluster_expr,2.5663373470306396
ClusterB,GENE127,cluster_expr,2.305817127227783
ClusterB,GENE128,cluster_expr,2.5206098556518555
ClusterB,GENE129,cluster_expr,2.7164740562438965
ClusterB,GENE130,cluster_expr,2.6211721897125244
ClusterB,GENE131,cluster_expr,2.5730161666870117
ClusterB,GENE132,cluster_expr,2.6626195907592773
ClusterB,GENE133,cluster_expr,2.6984052658081055
ClusterB,GENE134,cluster_expr,2.7527477741241455
ClusterB,GENE135,cluster_expr,2.7346792221069336
ClusterB,GENE136,cluster_expr,2.6625962257385254
ClusterB,GENE137,cluster_expr,2.6176023483276367
ClusterB,GENE138,cluster_expr,2.783679485321045
ClusterB,GENE139,cluster_expr,2.7103140354156494
ClusterB,GENE140,cluster_expr,2.679849624633789
ClusterB,GENE141,cluster_expr,2.4184343814849854
ClusterB,GENE142,cluster_expr,2.5171701908111572
ClusterB,GENE143,cluster_expr,2.4381868839263916
ClusterB,GENE144,cluster_expr,2.6101202964782715
ClusterB,GENE145,cluster_expr,2.567189931869507
ClusterB,GENE146,cluster_expr,2.6355371475219727
ClusterB,GENE147,cluster_expr,2.4293107986450195
ClusterB,GENE148,cluster_expr,2.583467721939087
ClusterB,GENE149,cluster_expr,2.621220588684082
ClusterB,GENE150,cluster_expr,2.4441020488739014
ClusterB,GENE151,cluster_expr,2.5041298866271973
ClusterB,GENE152,cluster_expr,2.802279472351074
ClusterB,GENE153,cluster_expr,2.419001817703247
ClusterB,GENE154,cluster_expr,2.3964874744415283
ClusterB,GENE155,cluster_expr,2.6555449962615967
ClusterB,GENE156,cluster_expr,2.529484272003174
ClusterB,GENE157,cluster_expr,2.6361606121063232
ClusterB,GENE158,cluster_expr,2.813816785812378
ClusterB,GENE159,cluster_expr,2.4536943435668945
ClusterB,GENE160,cluster_expr,2.585184335708618
ClusterB,GENE161,cluster_expr,2.412971019744873
ClusterB,GENE162,cluster_expr,2.6696066856384277
ClusterB,GENE163,cluster_expr,2.678938865661621
ClusterB,GENE164,cluster_expr,2.572399377822876
ClusterB,GENE165,cluster_expr,2.6818747520446777
ClusterB,GENE166,cluster_expr,2.6443588733673096
ClusterB,GENE167,cluster_expr,2.643479108810425
ClusterB,GENE168,cluster_expr,2.509273052215576
ClusterB,GENE169,cluster_expr,2.635455846786499
ClusterB,GENE170,cluster_expr,2.6512537002563477
ClusterB,GENE171,cluster_expr,2.4931106567382812
ClusterB,GENE172,cluster_expr,2.663100481033325
ClusterB,GENE173,cluster_expr,2.6119039058685303
ClusterB,GENE174,cluster_expr,2.364577531814575
ClusterB,GENE175,cluster_expr,2.5515496730804443
ClusterB,GENE176,cluster_expr,2.4484167098999023
ClusterB,GENE177,cluster_expr,2.8881752490997314
ClusterB,GENE178,cluster_expr,2.888202428817749
ClusterB,GENE179,cluster_expr,2.532503843307495
ClusterB,GENE180,cluster_expr,2.5451433658599854
ClusterB,GENE181,cluster_expr,2.65287709236145
ClusterB,GENE182,cluster_expr,2.8118958473205566
ClusterB,GENE183,cluster_expr,2.6214773654937744
ClusterB,GENE184,cluster_expr,2.804098606109619
ClusterB,GENE185,cluster_expr,2.530513048171997
ClusterB,GENE186,cluster_expr,2.5208780765533447
ClusterB,GENE187,cluster_expr,2.678476333618164
ClusterB,GENE188,cluster_expr,2.7442140579223633
ClusterB,GENE189,cluster_expr,2.732523202896118
ClusterB,GENE190,cluster_expr,2.5382258892059326
ClusterB,GENE191,cluster_expr,2.621441602706909
ClusterB,GENE192,cluster_expr,2.6646173000335693
ClusterB,GENE193,cluster_expr,2.6765387058258057
ClusterB,GENE194,cluster_expr,2.724667549133301
ClusterB,GENE195,cluster_expr,2.599086284637451
ClusterB,GENE196,cluster_expr,2.7148520946502686
ClusterB,GENE197,cluster_expr,2.5788991451263428
ClusterB,GENE198,cluster_expr,2.566470146179199
ClusterB,GENE199,cluster_expr,2.640066623687744
ClusterB,GENE200,cluster_expr,2.4963865280151367
ClusterB,GENE201,cluster_expr,2.6726648807525635
ClusterB,GENE202,cluster_expr,2.6441421508789062
ClusterB,GENE203,cluster_expr,2.5479536056518555
ClusterB,GENE204,cluster_expr,2.9436702728271484
ClusterB,GENE205,cluster_expr,2.586448907852173
ClusterB,GENE206,cluster_expr,2.4671483039855957
ClusterB,GENE207,cluster_expr,2.5508370399475098
ClusterB,GENE208,cluster_expr,2.6470258235931396
ClusterB,GENE209,cluster_expr,2.6183502674102783
ClusterB,GENE210,cluster_expr,2.5285890102386475
ClusterB,GENE211,cluster_expr,2.462796688079834
ClusterB,GENE212,cluster_expr,2.836751699447632
ClusterB,GENE213,cluster_expr,2.6591391563415527
ClusterB,GENE214,cluster_expr,2.7010257244110107
ClusterB,GENE215,cluster_expr,2.525118589401245
ClusterB,GENE216,cluster_expr,2.7160985469818115
ClusterB,GENE217,cluster_expr,2.3592355251312256
ClusterB,GENE218,cluster_expr,3.0093860626220703
ClusterB,GENE219,cluster_expr,2.7430319786071777
ClusterB,GENE220,cluster_expr,2.284616708755493
ClusterB,GENE221,cluster_expr,2.774111032485962
ClusterB,GENE222,cluster_expr,2.6492624282836914
ClusterB,GENE223,cluster_expr,2.7823941707611084
ClusterB,GENE224,cluster_expr,2.6627919673919678
ClusterB,GENE225,cluster_expr,2.50526762008667
ClusterB,GENE226,cluster_expr,2.4723641872406006
