,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
GENE10,0.01907018680974694,0.03750757631810143,-0.006050650643777161,-0.005915798880677821,0.0004048364327310192,-0.00016855017388659282,0.003448114004135083,-0.010856376616436224,-0.0024427784312039185,-0.007925537320268721,-0.006076103847048633,0.006696419521179381,0.0008632184638043699,0.0013113740125701144,-0.030659317565949792,0.05429336905372876,-0.0011415895764141921,0.008622324414381842,-0.0037536681827773687,-0.02309611691365283,-0.031288168094776435,-0.004623660842791297,-0.04243059456820463,-0.02195745975113657,0.010377137011879155,0.002767214092301202,-0.025050844165555284,-0.011971051054384944,-0.022997064423773066,0.0015085868914873199,0.021400271560633195,-0.01142737215648027,0.006180945524485315,-0.004659453099503186,-0.0005770694821002737,0.0008731100990852871,0.006640426657020755,0.024950340650035457,-0.019493930978288016,-0.0008799855506870674,-0.002022262946800225,-0.007304161118399059,-0.016209017499082306,0.003056778763116028,-0.010997500469226304,0.011692453921264903,-0.017100177699643667,-0.005596807066505988,0.032800894192765856,-0.0348887584244541,-0.03770100706553578,-0.0419258605261659,-0.008616893384458587,0.0017130975609543336,-0.006263695564660019,0.010051622987250297,0.000515418467318489,-0.006147856050977464,0.0028704990049863246,-0.006464297217816515,0.0038023141256521087,-0.01744927845258331,-0.0599579500923991,0.024048840996885805
GENE11,0.021925994881106917,0.043124429485561576,0.03420872542157183,0.03344631040076349,-0.026210686612071023,0.01091259439360894,-0.006701179454719291,0.02109864344610178,0.0006721285215416401,0.00218070522215589,0.008187970191182678,-0.009023888466571152,-0.0029683679417402877,-0.004509450089135255,-0.003096795539918628,0.00548399235472519,0.0034649270266282096,-0.026170285287285513,0.0045108316649742726,0.027754902788176914,-0.030756195739392887,-0.004545047747208946,-0.011643772199569373,-0.006025549771933602,0.0038388475580715224,0.0010236843792978596,-0.02270807698996308,-0.010851512515794946,0.0013905977479542844,-9.122197056249672e-05,0.008125869017666919,-0.004339072478430822,-0.0052770018489274925,0.003978022864571847,-0.018508432963604396,0.02800338648983882,0.010302200478068542,0.03870886987375122,0.056001490487625885,0.002527992045363181,0.0015011786472738729,0.0054220697286327954,0.005795492718113451,-0.0010929434226052356,-0.029380391941428594,0.03123699607243908,-0.03116899805122566,-0.01020146524867124,-0.0074009804879848744,0.007872072597531561,0.02294595853344369,0.02551733049040496,0.015197919846869582,-0.003021450801307656,-0.01149126449173669,0.018440528778153463,-0.0022015228088480077,0.026259527316038606,0.0040909706919262,-0.009212771164891984,0.002205934481899575,-0.010123299588305365,-0.05914191346644394,0.023721532691065018
GENE12,0.018510818776925727,0.03640740150648269,0.007291144194510908,0.007128645364628335,0.0309178870956185,-0.012872396911055755,-0.004766254938072142,0.015006539399685047,0.0010477016055154078,0.003399243283365059,0.014187333214967563,-0.015635732615124878,-0.015508470949363638,-0.023559975406538817,-0.020867296549824756,0.03695306753962225,0.001564976458105019,-0.011820127830037098,0.004105976531976844,0.02526385109434183,-0.05541232790485857,-0.008188648500146379,0.0030537805555176183,0.001580304596693522,0.003812558572340662,0.001016674039962096,0.009848499692002636,0.004706304180526513,-0.015020925628226529,0.0009853593086137072,-0.022974289748491326,0.01226787044468108,0.017211072683716366,-0.012974420441701839,0.0061107987978398426,-0.009245680649141663,0.007786837582898138,0.02925779627042804,-0.006521833339038999,-0.00029440542847388086,0.012839989842501202,0.046376439184922784,0.04631841366634071,-0.008734961464782809,0.005740998390160734,-0.00610378324845832,0.09967196474422002,0.03262216138400652,0.00214283614702516,-0.0022792333720354357,0.017340031535529817,0.019283191624409324,-0.0012853788010121978,0.0002555421299388419,-0.0036397239531079408,0.005840822335095148,0.003295890291522312,-0.03931302496301553,-0.017419823218711376,0.039229038077343896,0.006020730016097572,-0.02762985673118209,-0.06116539001775554,0.02453313925480541
GENE13,0.0167158121989663,0.0328769512342338,0.0058910242853713055,0.005759730138987171,-0.004646661007655173,0.0019345974262950966,-0.008367011967164814,0.02634351212310273,-0.011386212500710667,-0.036942299374409765,-0.010312130823301567,0.011364906836419518,-0.017773798584393628,-0.027001389040630343,-0.020881183334117714,0.036977659094960987,0.0044921389804375555,-0.03392872570323197,0.00011681373785264919,0.0007187485987564845,-0.009495406108624746,-0.001403199358871716,0.03244595742185208,0.016790497786501733,-0.009953753208646245,-0.0026543126604878656,0.02537167560006551,0.012124366825182902,0.007442615905073697,-0.0004882289576555917,-0.06689963779011407,0.03572324098763861,-0.005748766874019152,0.004333658907582083,0.006149683112403539,-0.009304512884767016,-0.019585629894668354,-0.07358987049437823,-0.08674375716914666,-0.003915744495356983,-0.009840284258396403,-0.035541877374490244,-0.02851206274540998,0.005376949460245574,-0.020305325140895128,0.021588458143793045,0.007174105206325985,0.0023480506120969282,-4.715250223451201e-05,5.015388452268318e-05,0.02140208270790857,0.023800444720787232,-0.04374023939931366,0.008695859875169593,-0.04569535959124328,0.07332931847285783,-0.00610251089044774,0.07279009364794671,0.009727665567399527,-0.021906477359499445,-0.010173350356643516,0.046686732685009585,-0.06653761737139806,0.02668791341282493
GENE14,0.017478489872545206,0.034376998996390636,0.013057963991483465,0.012766939179375117,0.0029182514324225723,-0.0012149889353119,-0.007544524382323292,0.023753912425216527,0.004786530807246557,0.015529786927399859,-0.0015087117678512227,0.0016627376997469577,0.005198583223446278,0.007897522153740696,0.00445255461677953,-0.007884852313514875,0.0022626885107110742,-0.01708988483350693,-0.003019144374092728,-0.01857663172338505,0.058083722164520346,0.008583418209789785,-0.01977037061187967,-0.01023099302267809,0.026219578027217576,0.006991830764885241,-0.019928612872615863,-0.009523289537251742,-0.022673711611956103,0.0014873752357633776,-0.02674112735071288,0.014279296094662912,0.010043704677373725,-0.007571361162156419,0.013526769447778636,-0.020466095295586094,-0.008647398745270303,-0.03249121714236268,0.01219097176876829,0.0005503189180927567,-0.0032127669454328285,-0.011604112829355575,-0.00010878666784752648,2.0515541797254057e-05,-0.0009529751081884752,0.0010131954594416446,0.05679668205647921,0.018589284688802558,-0.01073567483144862,0.01141902911294856,-0.006505522128412052,-0.007234544502525385,-0.09907931887750618,0.01969764878560692,-0.0420530325860531,0.06748431890758429,-0.0053155572714503364,0.06340339550815523,0.01676749329664217,-0.03776000621458907,-0.011006397045965174,0.050509684488993574,-0.06384826465737678,0.025609227171811518
GENE15,0.020078059905648146,0.039489878717161,-0.0024956019502148192,-0.002439982093311181,0.0022498208877003386,-0.0009366936154368425,0.002434987572727501,-0.007666551081016698,-2.9068978002159828e-05,-9.431361726319968e-05,-0.0035146206994228915,0.0038734319316459484,-0.011985170169681102,-0.0182074890144119,0.008195044217730138,-0.014512278662684482,0.0010286624632884953,-0.00776939598487972,0.0011251467950941013,0.006922967257401761,-0.00883010474410663,-0.0013048833482164812,-0.0017180368314591006,-0.0008890689598303549,0.0074833229685002155,0.0019955366062879873,-0.0055294870398187946,-0.0026423768884101984,-0.011451518689407357,0.0007512094006484068,0.02105065115665163,-0.011240680952190416,0.010686333193620997,-0.008055801191596938,0.0004887205017511642,-0.0007394374836028313,0.00270111641814092,0.010149012744048357,-0.0016034882424807795,-7.238388633135746e-05,-0.001862540604456522,-0.006727263972290386,-0.00871185019294447,0.0016429249125523833,-0.0025194295489015094,0.0026786372040479563,-0.004074672028322487,-0.0013336208314539322,0.001765213883601251,-0.0018775744463100396,0.004314545148770228,0.004798042074227465,-0.004953084441997182,0.0009847071906554268,-0.003238552329242235,0.0051970448917864,0.0007219374811564876,-0.00861119263934426,-0.0008413594824803792,0.0018947220508822216,0.0002377018407846212,-0.0010908424373882728,-0.05691893854160152,0.022829908303886884
GENE16,0.016311039691187634,0.03208083759998159,0.003945023361949885,0.003857100031526845,0.009703618306474694,-0.004040018191671028,0.005088808352927668,-0.016022097860452,-0.003508628368741906,-0.011383662441174763,0.03442979511717246,-0.03794476821603697,-0.022537232570870827,-0.03423784632507188,-0.006550224976061127,0.011599533526645544,0.003778545398620355,-0.028539016923853064,0.008338740584441036,0.05130781893149796,0.023668135586828936,0.00349759792274215,-0.024340170694483083,-0.012595824399792224,0.04400471236916616,0.011734494789476729,0.015249036204035577,0.00728705945884427,0.03842651325057282,-0.0025207449571462226,0.0395031416375716,-0.021093989371290815,-0.014387561313262276,0.010845940461668127,-0.0035103614310257824,0.005311201011200706,0.0018280735248173473,0.006868693765222964,-0.021999859249810266,-0.00099310694587492,0.0003540633341076014,0.0012788325289424603,0.009977291016095981,-0.001881568163718762,0.019857118574870106,-0.02111192853280373,-0.007552126497882754,-0.0024717751881238596,-0.0026389388969841605,0.002806914382659648,-0.004776260485764953,-0.005311498194590205,0.005763380374623659,-0.0011457995848512805,0.005670857925769805,-0.009100270805895773,0.0011096036786294142,-0.013235233353861578,0.014399631505587394,-0.03242763635084623,-0.003233379427915451,0.014838368455650633,-0.059906861094987954,0.02402834944950107
GENE17,0.014347106645875721,0.028218139802861437,0.01760861461221224,0.01721616876365954,0.016676459268664293,-0.006943100675457287,-0.004179834358256991,0.013160195960207883,0.016406532541514297,0.053230609986138,0.014195044483644333,-0.015644231135132088,-0.006179624607751396,-0.009387888996641728,0.016119649617348474,-0.028545647952173278,-0.0024477567741899146,0.01848768894760022,-0.0010327721598028488,-0.006354591132324657,-0.043744641363837065,-0.006464436803818819,-0.012228044562670595,-0.006327905584456493,-0.04397938913257662,-0.011727741981156479,-0.0066774167063838345,-0.003190938228479865,0.017874078367985418,-0.0011725235806834195,0.018226402794431877,-0.009732581533642483,-0.08194387190313368,0.061772689374443995,0.0223639174828222,-0.03383676110937352,-0.008838560945827226,-0.033209478523691,0.03923586314117654,0.0017711662502232256,-0.009724780709204683,-0.035124692984903026,-0.04104343088429146,0.007740178446942481,0.007320760947519544,-0.007783374075498976,0.010577466472592065,0.0034619546147037035,0.026733417098404745,-0.028435070261350438,0.007807861947502121,0.008682827237200636,-0.007105518445850772,0.0014126258473686067,0.0016080636896566567,-0.0025805293027188706,0.0034477069543723646,-0.041123877791396035,-0.0032191781246734743,0.007249514512576512,-0.0025417422119907544,0.011664361792859165,-0.06164055082982573,0.024723723936233788
GENE18,0.0164387922523335,0.032332103567369035,0.008503764503904391,0.008314239822370752,0.002476923401832916,-0.0010312457978796303,-0.00689329955727636,0.02170353301368719,0.006593252849432265,0.02139165421335039,0.030052723575103923,-0.03312083695058676,-0.005041052033358512,-0.0076582057842318465,-0.016568049515638013,0.02933970154156399,0.0007511886961036634,-0.0056736613298206985,-0.004622705632666054,-0.028443257248821154,0.02649847928492856,0.003915856648817255,0.04406399307375483,0.022802729121225843,-0.012893622453648383,-0.0034382714339900307,0.03452512849113863,0.016498528875722722,-0.04589227043820336,0.0030104919622728535,0.0185049722754328,-0.009881332782979065,0.01313426552350829,-0.009901154113198071,0.012464488162615176,-0.01885885639816621,0.012342266550954854,0.046374091718084355,-0.004674249498176753,-0.00021100269736560234,-0.005374098267482735,-0.019410571545053493,0.03769366273009961,-0.007108462171993028,-0.012347531406440546,0.013127795940105703,0.06957806181745763,0.02277256967112272,0.00037065663649970437,-0.00039424991810537086,0.0004725844445253401,0.0005255432427463848,0.06964027540070186,-0.013844964839452205,-0.020568007163567496,0.033006370037151726,0.003047050954536348,-0.0363448961111941,-0.002496441631638582,0.005621928684111081,0.0007813597346425445,-0.0035857541304755024,-0.0619496692856356,0.02484770983937926
GENE19,0.022488957041800102,0.0442316732906202,-0.002454528239749796,-0.0023998237988236016,0.0023331030767556864,-0.0009713674400040421,0.0023865749889473856,-0.0075141242059593855,-5.668235537336727e-06,-1.8390457242678733e-05,-0.0034359619103567544,0.0037867427861220998,-0.011933850126005337,-0.018129525237659747,0.008131332753881563,-0.014399454559139465,0.0010306317286560126,-0.007784269670841396,0.0011132957607211534,0.006850048485124534,-0.008854263818455419,-0.0013084534954276147,-0.0016822546627285626,-0.0008705520020147762,0.007440711365241713,0.0019841736042482934,-0.0054648940789394146,-0.0026115098394863903,-0.01136865200035883,0.0007457734198407637,0.020905856655327314,-0.011163363211237594,0.010608089090400173,-0.007996817541308193,0.0005095783023196773,-0.0007709954794524088,0.0026707373765908673,0.010034868356278547,-0.001557733744998669,-7.031845906026686e-05,-0.0018582081906200942,-0.006711615834770684,-0.008654407130536092,0.001632092008382326,-0.002449899231598688,0.002604713130712485,-0.004030552913160336,-0.001319180854288527,0.0017577557670031578,-0.0018696416007368826,0.004277127964864953,0.004756431842676753,-0.004916846780802487,0.0009775028948335195,-0.0032473166796661256,0.005211109423703678,0.0007169031814105676,-0.008551144053355329,-0.0008290424990791947,0.0018669844897844093,0.00023898023332318596,-0.0010967091350463853,-0.056436128347233265,0.022636255492572532
GENE20,0.01814767068183774,0.03569315549373128,-0.020958922585878333,-0.02049180791842114,-0.0005770408098468207,0.00024024598819629494,-0.002814946948909987,0.008862852039116145,-0.012668804354332312,-0.041103638557978536,0.015384854904377722,-0.016955510522128174,0.014589350048504398,0.022163676191059495,0.004226250558165549,-0.007484099434843809,-0.0021030620276932055,0.015884240221688807,-0.0012432311182387465,-0.007649533698603233,-0.04564143469216213,-0.006744738578357444,0.012984481180245274,0.00671935488545481,0.044910971820852935,0.011976162016489766,0.022577766439977703,0.010789240991670309,-0.021779021712629278,0.0014286843772597215,0.004624147780890474,-0.002469214348475935,0.01802629941450082,-0.013588972164007776,0.011367859940295502,-0.01719965034838128,0.0006111771053731301,0.0022964001809214225,0.03501764136634178,0.0015807493345407586,-0.007618893887515537,-0.027518492877703967,-0.009105611225144339,0.0017171823659126852,0.03965663780592862,-0.04216261790719201,-0.03017223670425706,-0.009875229986772299,-0.010915525733765589,0.011610328003961962,0.008535995996904784,0.00949255750638324,-0.006778240832713802,0.0013475608110722977,-0.01231394945817234,0.019760726899937592,0.0010011814649396838,-0.011941984848503192,0.001959322490730781,-0.004412348829815056,0.004828711687482697,-0.022159540747486387,-0.059320792268208446,0.023793280104956106
